B: 	oké 
B: 	het kop staan op een vierkant plateauachtig iets 
B: 	dat zijn eigenlijk de enig die op iets staan 
A: 	ja 
B: 	plat ding 
B: 	met allemaal van die bollet dinget erachter 
A: 	ja die ruitjesachtig 
B: 	ja en dan nog een een cirkel aan de voorkant en dan nog een boog ernaast en aan de ander kant ook zo'n boog ernaast 
A: 	ja 
A: 	ja dat zijn vijf 
B: 	ja bij mij staan die als je zeggen maar het zo doormidden delen 
B: 	en dan aan de linkerkant daar weer de helft van 
B: 	in die rij 
B: 	zijn voor jou dan eigenlijk aan die kant 
A: 	ja 
B: 	en dan qua boven en onder zijn die net onder het midden 
A: 	ja 
B: 	en bij mij staan er nog een plaat naast aan de linkerkant 
B: 	en dan daarnaast zijn er nog zo'n ruimte tot de rand 
A: 	nee bij mij staan er geen plaat naast hij staan zoiets van de rand 
A: 	maar er staan niks nog naast 
B: 	als ik zeggen maar de ruimte van het plaat ernaast meeneem dan zijn het zo ver tot de rand 
A: 	ja 
B: 	dat lijken wel veel dan bij jou 
A: 	ja 
B: 	zeggen maar vanaf het rood vierkant 
B: 	tot de rand van het scherm zijn zo 
A: 	nou dat zijn wel veel 
A: 	ik hebben zoiets 
A: 	zo 
B: 	ja 
A: 	ja 
B: 	dus dat zijn denken ik net niet hetzelfde dan 
A: 	nee 
A: 	oké 
A: 	de rood 
B: 	ja 
A: 	ja dit zijn dat kop wat volledig op het plaat staan vierkant plaat 
A: 	met ja de ruitsprietjes aan de zijkant en het rond aan de voorkant en de boog 
B: 	ja 
B: 	dat zijn de J 
A: 	en hij staan helemaal rechts onderin 
A: 	ja aan beide kant kunnen je er nog net een vinger tussen doen 
B: 	dat zijn niet hetzelfde 
B: 	bij mij staan die onderin maar zijn ernaast echt zo'n stuk ruimte 
A: 	oké nee 
A: 	bij mij zijn wel bij de rand 
B: 	dit zijn die staan op zo'n vierkant plateau met rui aan de achterkant en zo'n cirkel aan de voorkant 
A: 	ja 
A: 	dat zijn elf 
B: 	hij staan zeggen maar links 
B: 	als je daar weer de helft van pakken daar net rechts van 
B: 	dus eigenlijk veel de helft zeggen maar ja 
B: 	hoe leg je dat uit 
A: 	ja 
B: 	ja 
B: 	dus linkerkant als je die weer door de helft delen daar net rechts van 
A: 	ja 
B: 	en dan zo bijna precies midden 
A: 	ja bij mij staan die veel naar het midden 
A: 	hij staan echt bijna op de middellijn van het midden midden 
B: 	nee dan zijn het niet hetzelfde 
A: 	ja dit zijn diegene die op het plaat staan met de driehoek diaman 
B: 	ja 
A: 	en de rond aan de voorkant 
B: 	dat zijn P ja 
A: 	en hij staan als je het midden hebben net iets rechts van het midden 
B: 	net iets of 
B: 	bij mij staan die weer in het midden van het rechterdeel 
A: 	nee nee nee zo ver staat die niet 
A: 	net iets 
B: 	dan zijn het niet 
B: 	dit zijn die op een vierkant ding staan 
B: 	als enig 
B: 	met de diamant erachter 
A: 	ja ja 
A: 	dat zijn negen 
B: 	hij staan best wel in de middellijn maar dan misschien net iets richting rechts 
B: 	en dan bijna helemaal tegen de bovenkant aan 
B: 	maar wel zo'n stuk daarboven 
A: 	nee die van mij staan links 
A: 	en in het midden 
A: 	dit zijn die op het op het plateau met die diaman aan de achterkant 
B: 	ja 
B: 	dat zijn L 
A: 	hij staan links van het midden 
B: 	link 
A: 	ja 
B: 	bij mij staan die iets rechts van het midden 
A: 	nee 
B: 	oké 
