B: 	oké 
A: 	oké nou nu hebben ik een rood vierkant en ik hebben er één ik vinden hem zelf een beetje op een ik moeten doen me denken aan een kannibaal met een neus en dan zo'n groot spie erdoor 
B: 	ja ik weten welk ja ik weten welk je bedoelen 
B: 	dat zijn bij mij zijn dat F 
B: 	ik noemen hem ook de heel tijd de inboorling 
A: 	oké top nou dan zijn we er al snel uit 
B: 	oké dus F 
B: 	ja precies 
A: 	helemaal goed 
B: 	oké 
A: 	bij mij staan die als je zeggen maar zo kijken staan die halverwege het scherm maar dan wel een beetje rechts 
B: 	ja 
B: 	oké helemaal rechts 
A: 	nee er zitten er nog naast aan de rechterkant als je een beetje midden midden van de twee helft zeggen maar 
B: 	oké 
A: 	twee van de rechts helft 
B: 	oké ik hebben hem wel inderdaad op zo midden 
A: 	ja 
B: 	maar bij mij zijn die wel er staan niks veel rechts van 
A: 	oké dan zijn het wel een ander plek 
B: 	dus dan wel ander plek denken ik 
A: 	oké dus dan moeten jij op de rood drukken 
B: 	oké 
A: 	top 
B: 	oké ik hebben weer die inboorling 
A: 	met dat ding door zijn neus 
B: 	dus de kannibaal met de ding door zijn neus 
A: 	maar waar zijn die ? waar zijn die ? daar zijn die 
A: 	nummer vijf 
B: 	en hij zitten ja ongeveer op de helft van de helft aan de linkerkant 
A: 	ja 
B: 	en ja wel redelijk iets boven de helft 
B: 	of ja 
A: 	oké 
B: 	ongeveer de helft van de helft weer 
A: 	ongeveer de helft van de ja ik denken dat die bij mij niet helemaal in het midden zitten 
A: 	van de helft van de helft 
A: 	en ook wel vrij ver naar boven dus het zullen wel een ander plek zijn dan 
B: 	oké oké 
A: 	nou weer de kannibaal met de 
B: 	oké kannibaal yes dat zijn nummer A of dat zijn A bij mij 
A: 	met de piercing 
B: 	ja 
A: 	even kijken op de helft van de helft rechts en dan ook wel bijna op de helft van de helft onder 
B: 	oké nee bij mij staan die wat hoog dus ander plek 
A: 	oké 
B: 	oké weer de inboorling 
B: 	de kannibaal 
A: 	top 
A: 	met de piercing 
B: 	met de piercing 
A: 	nummer vijf 
B: 	en hij staan net iets boven de helft zo 
B: 	en ongeveer op de helft helft rechts 
A: 	ja 
B: 	misschien nog net iets naar links daarvan maar ja 
A: 	ja bij mij ook wel ja 
B: 	oké top 
A: 	nou dit zijn weer de de de inboorling met de 
B: 	inboorling 
A: 	ja 
B: 	de H zijn dat bij mij 
B: 	nice 
A: 	top 
A: 	hij staan net iets rechts uit het midden en ongeveer half half naar beneden 
B: 	ja hebben ik ook zelfde plek 
A: 	oké 
B: 	de inboorling weer 
A: 	Chill vijftien 
B: 	de kannibaal 
B: 	hij zitten ongeveer de helft helft boven 
B: 	en ongeveer helft helft rechts 
A: 	dan zitten de mijne wel op een ander plek ja 
B: 	oké 
