B: 	oké 
A: 	ja deze vinden ik heel irritanen 
B: 	ja sommig zijn echt stom 
A: 	deze hebben twee oeh oké 
A: 	hij hebben hij hebben een het zijn het het kop 
B: 	ja 
A: 	en dan zitten er een bal zitten erop dus er zitten een balle op 
B: 	ja 
A: 	en dan zitten er een een staaf staan ervoor 
B: 	ja 
A: 	en hij hebben twee van die dun lang arm die die krom zijn 
B: 	twee van die 
B: 	ja ja oké ja 
B: 	dat zijn bij mij d 
A: 	oké 
A: 	goed nu staan die de middellijn trekken staan die aan de linkerkant 
B: 	ja 
A: 	helemaal onderaan 
B: 	ja 
A: 	en ook weer naast de lijn 
B: 	ja oké dan staan die op dezelfde plek 
A: 	oké ja 
B: 	dus dat zijn weer geel 
B: 	oké 
A: 	ze zijn helemaal verschuiven 
B: 	deze zijn allemaal verplaatsen en volgens mij beginnen we weer opnieuw dus dat zijn een beetje 
A: 	ja 
B: 	dit zijn met dat balle erbovenop 
B: 	en die twee gek grijparmp 
A: 	ja 
B: 	en dan die staaf ervoor 
A: 	ja super nummer vijftien 
B: 	en die staan bij mij eigenlijk helemaal in de hoek van het scherm 
A: 	nee bij mij helemaal niet 
B: 	rechts onderin 
A: 	oké 
A: 	ja ik hebben de de de dun armha 
B: 	ja met het bolle erop 
A: 	ja met het balle erop 
B: 	oké dat zijn L 
A: 	Linksboven 
B: 	ja 
A: 	hij staan bij na mij naast die die twee ruit 
A: 	en dan net iets naar boven zeggen maar 
B: 	ja bij mij ook 
B: 	hij staan er zeggen maar net rechts naast weer 
A: 	ja rechtsboven ernaast een beetje 
B: 	bij mij 
B: 	ja 
B: 	oké 
A: 	ja 
B: 	ja 
A: 	ik geloven wel dat we die goed hebben zeggen maar 
B: 	dan denken ik dat ja ik denken het ook wel 
B: 	oké nu hebben ik die met die armp en dat balle erop 
A: 	wachten even hem zoeken hoor 
A: 	ik kunnen hem gewoon niet vinden 
A: 	even kijken 
A: 	wow 
A: 	daar zijn die 
A: 	ja oké nummer zes 
B: 	die staan bij mij aan de rechterkant 
A: 	hij zijn bij mij echt de enig eigenlijk rechtsonder 
B: 	nee 
B: 	nee 
B: 	daar staan die bij mij met die een verrekijker 
B: 	ik denken dat die andersom zijn 
B: 	want deze staan een soort van schuin boven 
A: 	juist 
A: 	ja bij jou staan die dan dus rechtsboven in plaats van rechtsonder 
B: 	ja 
A: 	ja bij mij staan die rechtsonder oké 
B: 	ja 
B: 	oké 
A: 	dus dan kloppen dat niet 
A: 	de dun kromm arm 
B: 	ja 
B: 	dat zijn J 
A: 	hij doorkruissen de horizontaal lijn 
B: 	ja 
A: 	hij staan rechts 
B: 	ja 
A: 	de 
B: 	en dan zo net een klein beetje veel boven dan onder 
B: 	ja 
A: 	nou ja 
B: 	misschien dat die armpjes ongeveer op de horizontaal lijn staan 
A: 	en hij staan in het 
A: 	ja 
A: 	en hij staan precies dat 
B: 	ja 
A: 	hij staan in het midden van rechts en link 
B: 	ja 
B: 	ja 
A: 	ja 
B: 	ja oké 
B: 	dat zijn denken ik wel hetzelfde 
B: 	ik hebben die met die armpjes 
B: 	die staan bij mij aan de rechterkant 
A: 	met de bal erop 
A: 	ja 
A: 	nummer drie 
B: 	en die staan zeggen maar twee mannetjes onder die picknicktafel 
A: 	twee mannetjes onder de 
B: 	ja ik zullen zeggen net onder het horizontaal midden 
A: 	bij mij kruisen die 
A: 	ja hij kruisen maar jou picknicktafel zijn daarboven 
B: 	en dan helemaal aan de rand 
B: 	ja dat kloppen helemaal niet 
A: 	ja 
A: 	maar dan kloppen dat inderdaad dus hij kruisen net die horizontaal lijn en hij zitten wel helemaal naar rechts toe 
B: 	ja 
B: 	ja helemaal naar rechts 
A: 	ja 
B: 	kunnen ook niks veel naast 
