Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	ja de normaal spijker	13	2	1	B	12, 13
2	2	4	ja die normaal spijker	27	2	1	B	26, 27
5	3	3	die normaal spijker	26	30	1	A	24, 26, 27, 35, 53
4	2	3	de normaal spijker	28	33	1	B	12, 13, 28, 44
3	3	3	aan de linkerkant	60	50	2	A	11, 59, 60
3	3	3	normaal spijker en	53	52	2	B	2, 12, 53
3	3	3	vak rechts bovenin	18	3	2	A	16, 17, 18
2	2	3	zitten nog een	2	2	1	A	1, 2
11	1	2	normaal spijker	2	53	1	A	1, 2, 12, 13, 24, 26, 27, 28, 35, 44, 53
7	7	2	het midden	31	39	2	B	18, 30, 31, 40, 48, 49, 56
6	3	2	aan de	12	50	1	A	11, 12, 23, 36, 59, 60
5	5	2	ja ja	32	56	1	A	3, 32, 43, 48, 58
4	4	2	van het	48	30	2	A	31, 40, 48, 60
3	3	2	en dan	11	27	1	B	6, 11, 32
3	3	2	het scherm	60	30	2	A	31, 40, 60
3	3	2	zitten hij	21	42	1	A	8, 21, 49
2	2	2	als een	31	32	1	B	0, 31
2	2	2	dan zullen	31	4	1	B	28, 31
2	2	2	vak en	8	3	1	B	6, 8
28	23	1	ja	3	59	1	B	2, 3, 7, 12, 13, 14, 19, 20, 21, 26, 27, 29, 31, 32, 34, 37, 38, 42, 43, 45, 48, 50, 52, 53, 54, 58, 59, 60
14	3	1	spijker	1	54	1	B	0, 1, 2, 11, 12, 13, 23, 24, 26, 27, 28, 35, 44, 53
12	5	1	en	2	54	1	A	1, 2, 6, 8, 11, 12, 24, 32, 40, 46, 53, 54
11	3	1	het	12	50	1	A	11, 12, 18, 30, 31, 40, 48, 49, 51, 56, 60
9	4	1	zitten	11	49	1	A	1, 2, 8, 11, 16, 21, 32, 40, 49
8	3	1	dan	21	46	1	B	6, 11, 21, 27, 28, 31, 32, 51
8	1	1	midden	31	51	3	B	6, 18, 30, 31, 40, 48, 49, 56
8	5	1	rechts	30	45	2	A	16, 17, 18, 30, 48, 49, 56, 60
8	8	1	vierkant	11	55	2	B	0, 2, 11, 12, 23, 46, 53, 54
7	1	1	aan	30	50	1	A	11, 12, 23, 30, 36, 59, 60
7	4	1	die	26	43	2	A	11, 24, 26, 27, 28, 35, 53
7	7	1	ik	3	59	1	B	0, 3, 9, 27, 28, 51, 58
7	7	1	o	12	51	1	A	1, 12, 22, 23, 24, 28, 51
7	7	1	ok	10	56	1	B	4, 10, 15, 28, 33, 50, 59
7	2	1	vak	49	51	1	B	6, 8, 16, 17, 18, 49, 56
6	3	1	hij	21	42	2	A	8, 16, 21, 31, 40, 49
6	6	1	links	18	52	3	A	8, 16, 17, 18, 58, 59
6	6	1	nee	9	44	1	A	8, 9, 17, 49, 50, 51
5	5	1	bij	18	42	2	A	8, 16, 18, 31, 49
5	5	1	dat	9	51	1	A	3, 9, 24, 27, 53
5	1	1	een	11	32	1	B	0, 1, 2, 11, 31
5	5	1	maar	41	21	1	A	40, 41, 58, 59, 60
5	5	1	met	36	30	2	A	24, 35, 36, 44, 53
5	5	1	onderin	59	55	3	B	6, 30, 58, 59, 60
5	1	1	van	48	50	3	A	11, 31, 40, 48, 60
4	3	1	als	31	41	2	B	0, 23, 31, 40
4	1	1	bovenin	18	8	3	A	11, 16, 17, 18
4	4	1	dus	18	42	1	A	8, 18, 31, 49
4	4	1	er	31	40	1	B	2, 31, 32, 41
4	4	1	net	41	9	1	A	40, 41, 42, 48
4	2	1	nog	23	32	1	A	1, 2, 23, 32
4	4	1	ook	32	46	2	A	14, 31, 32, 59
4	4	1	zijn	31	52	2	B	0, 9, 31, 51
3	3	1	link	56	51	2	B	6, 30, 56
3	3	1	niet	9	44	1	A	8, 9, 51
3	3	1	of	53	52	2	B	2, 23, 53
3	3	1	op	21	21	1	A	11, 21, 31
3	3	1	twee	23	19	2	A	5, 11, 23
3	3	1	wel	18	57	1	A	3, 18, 59
3	2	1	zullen	31	31	1	B	28, 31, 58
3	3	1	één	45	16	1	B	32, 45, 47
2	2	1	boven	41	34	1	A	8, 41
2	2	1	ding	32	22	1	A	11, 32
2	2	1	doen	58	8	1	A	51, 58
2	2	1	door	31	32	1	B	0, 31
2	2	1	vierkantje	53	18	1	B	36, 53

