Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	3	aan de linkerkant	9	31	1	A	1, 9, 26, 29, 31
4	4	3	ja dat zijn	16	32	2	B	5, 7, 16, 36
3	3	3	aan de rechterkant	10	15	1	A	6, 10, 20
2	2	3	aan de onderkant	35	6	1	B	30, 35
2	2	3	de rechterkant van	43	24	1	A	20, 43
2	2	3	dit zijn met	39	23	1	A	17, 39
2	2	3	en de driehoek	40	23	1	A	18, 40
2	2	3	wiel aan de	35	27	1	B	9, 35
11	1	2	aan de	8	35	2	A	1, 6, 8, 9, 10, 20, 26, 29, 30, 31, 35
5	1	2	dat zijn	19	32	2	B	5, 7, 16, 19, 36
5	5	2	de vlieger	11	30	1	B	10, 11, 26, 34, 39
5	3	2	dit zijn	17	32	1	B	8, 17, 25, 34, 39
5	5	2	het midden	14	39	1	A	6, 14, 22, 43, 44
4	2	2	en de	18	31	1	B	10, 18, 26, 40
3	1	2	de driehoek	25	23	1	A	18, 25, 40
3	3	2	staan die	31	19	2	B	13, 29, 31
3	3	2	verticaal zien	14	38	1	A	6, 14, 43
2	2	2	best wel	30	31	1	A	0, 30
2	2	2	de bovenkant	8	9	1	A	0, 8
2	2	2	die ook	29	29	1	A	1, 29
2	2	2	het kop	8	9	1	A	0, 8
2	2	2	in de	37	9	1	B	29, 37
2	2	2	op de	13	14	1	A	0, 13
2	2	2	van het	43	44	1	A	0, 43
22	5	1	de	8	44	4	A	0, 1, 2, 6, 8, 9, 10, 11, 13, 18, 20, 25, 26, 29, 30, 31, 34, 35, 37, 39, 40, 43
18	15	1	en	8	45	4	A	0, 2, 3, 6, 8, 9, 10, 14, 18, 20, 21, 26, 29, 30, 37, 40, 43, 44
12	2	1	zijn	5	39	1	A	1, 5, 7, 8, 16, 17, 19, 25, 33, 34, 36, 39
11	7	1	ja	5	38	1	A	4, 5, 7, 11, 15, 16, 27, 32, 36, 38, 41
10	6	1	die	13	43	2	A	1, 4, 13, 17, 22, 25, 29, 31, 37, 43
10	4	1	het	8	45	2	A	0, 6, 8, 9, 14, 22, 26, 33, 43, 44
7	2	1	dat	33	32	2	B	5, 7, 16, 19, 33, 35, 36
6	6	1	een	14	15	5	A	0, 1, 2, 3, 4, 14
6	1	1	vlieger	17	30	1	B	10, 11, 17, 26, 34, 39
5	2	1	driehoek	8	41	1	A	0, 8, 18, 25, 40
5	3	1	in	37	30	3	B	14, 22, 29, 37, 43
5	5	1	maar	14	20	2	A	3, 6, 14, 20, 22
5	3	1	met	17	32	1	B	8, 17, 25, 35, 39
5	3	1	van	22	44	2	A	0, 20, 22, 29, 43
4	4	1	net	20	31	1	B	14, 20, 29, 44
4	1	1	staan	20	19	1	B	13, 20, 29, 31
4	2	1	wel	30	31	3	A	0, 6, 16, 30
4	2	1	wiel	9	34	1	A	2, 9, 26, 35
4	4	1	zitten	43	41	3	A	3, 6, 37, 43
3	1	1	kop	8	9	2	A	0, 2, 8
3	3	1	onder	14	43	1	A	2, 14, 44
3	1	1	op	13	14	2	A	0, 6, 13
3	1	1	zien	14	38	1	A	6, 14, 43
2	2	1	erop	25	9	1	A	17, 25
2	2	1	hetzelfde	16	10	1	B	7, 16
2	2	1	iets	14	11	1	A	4, 14
2	2	1	niet	33	12	1	B	22, 33
2	2	1	nog	29	27	1	A	3, 29

