Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	met het bak erop	32	9	1	A	24, 32
3	1	3	het bak erop	24	14	1	B	19, 24, 32
2	2	3	en dan helemaal	45	24	1	B	22, 45
2	2	3	kunnen niet missen	49	41	1	A	9, 49
8	8	2	voor mij	13	40	1	A	5, 13, 14, 20, 25, 26, 33, 44
6	6	2	dat zijn	13	29	1	A	5, 13, 18, 20, 25, 33
5	5	2	dit zijn	19	32	1	A	11, 19, 24, 32, 42
5	3	2	en dan	22	34	1	A	14, 22, 26, 45, 47
4	1	2	bak erop	42	24	1	B	19, 24, 32, 42
3	3	2	de tafel	32	19	1	A	24, 32, 42
3	3	2	die met	36	19	1	A	24, 36, 42
3	3	2	in het	26	23	1	B	22, 26, 44
3	3	2	met de	24	24	1	B	19, 24, 42
3	1	2	met het	32	22	2	A	11, 24, 32
2	2	2	aan de	39	34	1	B	6, 39
2	2	2	een beetje	26	26	1	B	1, 26
2	2	2	ja waar	3	2	1	A	2, 3
2	2	2	twee boven	30	2	1	A	29, 30
21	20	1	ja	2	49	1	B	1, 2, 3, 4, 11, 12, 15, 16, 20, 23, 27, 28, 30, 31, 33, 34, 36, 46, 47, 48, 49
12	6	1	dat	13	46	4	A	2, 5, 9, 11, 13, 18, 20, 25, 33, 34, 42, 47
11	6	1	de	14	37	3	B	6, 7, 13, 14, 19, 22, 24, 32, 34, 39, 42
11	6	1	en	14	42	3	B	6, 7, 8, 14, 19, 22, 26, 34, 42, 45, 47
11	5	1	het	11	44	3	B	1, 7, 10, 11, 16, 19, 22, 24, 26, 32, 44
10	2	1	mij	13	40	2	A	5, 9, 13, 14, 20, 25, 26, 33, 37, 44
8	3	1	dan	14	38	1	B	10, 14, 16, 22, 26, 40, 45, 47
8	6	1	die	9	37	1	B	6, 9, 24, 26, 32, 36, 37, 42
8	8	1	staan	26	42	2	B	3, 21, 26, 34, 35, 37, 39, 44
7	3	1	bak	3	41	1	A	2, 3, 11, 19, 24, 32, 42
7	2	1	met	11	42	1	B	1, 11, 19, 24, 32, 36, 42
6	4	1	boven	30	34	2	A	14, 29, 30, 34, 35, 47
6	4	1	niet	10	41	1	A	9, 10, 17, 30, 40, 49
5	3	1	helemaal	22	39	1	A	9, 22, 39, 45, 47
5	2	1	tafel	32	32	2	A	11, 24, 32, 39, 42
5	5	1	zitten	16	39	2	A	9, 14, 16, 29, 47
4	2	1	een	26	27	3	B	0, 1, 3, 26
4	4	1	er	14	35	1	B	1, 14, 29, 35
4	4	1	hij	14	28	1	B	7, 14, 21, 34
4	4	1	rechts	30	34	1	A	14, 30, 45, 47
3	1	1	aan	39	34	2	B	6, 22, 39
3	3	1	doorheen	14	19	1	B	1, 14, 19
3	3	1	nee	40	32	2	A	9, 37, 40
3	3	1	ook	3	15	1	A	2, 3, 16
2	2	1	even	33	13	1	B	21, 33
2	2	1	net	17	4	1	A	14, 17
2	2	1	op	3	2	1	A	2, 3
2	2	1	van	9	10	1	B	0, 9

