Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	en bij mij staan die	28	B	31, 58
3	4	dat zijn bij mij	38	B	12, 14, 49
2	4	bij mij zijn dat	6	B	70, 75
2	4	dat staart zeggen maar	9	B	46, 54
2	4	en dan aan de	3	B	23, 25
3	3	staart zeggen maar	30	B	25, 46, 54
2	3	aan de bovenkant	57	B	23, 79
2	3	aan de linkerkant	7	B	54, 60
2	3	aan de rechterkant	16	B	7, 22
2	3	dan staan die	62	B	21, 82
2	3	maar er kunnen	28	B	31, 58
2	3	wel een plaat	28	B	31, 58
9	2	zeggen maar	73	B	10, 22, 23, 25, 31, 46, 54, 79, 82
8	2	bij mij	64	B	12, 14, 31, 49, 53, 58, 70, 75
7	2	aan de	73	B	7, 22, 23, 25, 54, 60, 79
6	2	en dan	76	B	7, 10, 19, 23, 25, 82
5	2	staan die	62	B	21, 31, 53, 58, 82
4	2	een plaat	33	B	31, 33, 58, 63
3	2	die lampenkap	57	B	23, 54, 79
3	2	er kunnen	30	B	31, 58, 60
3	2	met die	25	B	44, 54, 68
2	2	dan inderdaad	51	B	10, 60
2	2	dezelfde plek	58	B	21, 78
2	2	die twee	26	B	54, 79
2	2	drie plaat	16	B	60, 75
2	2	er staan	2	B	62, 63
2	2	hebben je	14	B	10, 23
2	2	het midden	68	B	15, 82
2	2	ja dan	58	B	21, 78
2	2	ja er	4	B	60, 63
2	2	ja oké	32	B	17, 48
2	2	je weer	60	B	23, 82
2	2	link van	69	B	15, 83
2	2	mij ook	40	B	14, 53
2	2	nog een	54	B	10, 63
2	2	nog wel	26	B	33, 58
2	2	van die	54	B	22, 75
2	2	weer die	32	B	23, 54
2	2	wel nog	4	B	60, 63
22	1	ja	82	B	9, 14, 15, 17, 21, 28, 37, 48, 51, 53, 58, 60, 63, 65, 69, 73, 75, 77, 78, 82, 85, 90
14	1	die	76	B	7, 21, 22, 23, 31, 44, 46, 53, 54, 58, 68, 75, 79, 82
12	1	en	76	B	7, 10, 19, 23, 25, 31, 46, 54, 58, 60, 79, 82
10	1	dan	76	B	7, 10, 12, 19, 21, 23, 25, 60, 78, 82
9	1	de	76	B	7, 22, 23, 25, 54, 60, 75, 79, 82
9	1	nog	55	B	9, 10, 25, 31, 33, 58, 60, 62, 63
8	1	dat	69	B	7, 12, 14, 46, 49, 54, 70, 75
8	1	wel	69	B	14, 21, 31, 33, 58, 60, 63, 82
8	1	zijn	71	B	12, 14, 23, 49, 70, 75, 78, 82
6	1	een	54	B	10, 22, 31, 33, 58, 63
6	1	er	52	B	31, 58, 60, 62, 63, 82
6	1	ook	62	B	14, 25, 33, 46, 53, 75
6	1	van	74	B	10, 15, 19, 22, 75, 83
6	1	weer	61	B	22, 23, 25, 46, 54, 82
5	1	hebben	48	B	7, 10, 22, 23, 54
5	1	twee	73	B	7, 22, 54, 60, 79
4	1	ik	73	B	6, 7, 22, 78
4	1	inderdaad	82	B	7, 10, 60, 88
4	1	je	76	B	7, 10, 23, 82
4	1	kunnen	30	B	31, 33, 58, 60
4	1	met	47	B	22, 44, 54, 68
4	1	staart	45	B	10, 25, 46, 54
3	1	dus	69	B	7, 58, 75
3	1	het	68	B	15, 78, 82
3	1	links	33	B	31, 62, 63
3	1	oké	37	B	12, 17, 48
2	1	denken	72	B	7, 78
2	1	echt	54	B	7, 60
2	1	ernaast	31	B	33, 63
2	1	even	37	B	6, 42
2	1	kijken	37	B	6, 42
2	1	ongeveer	64	B	19, 82
2	1	op	62	B	21, 82
2	1	één	11	B	9, 19

