Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat zijn bij mij	25	B	2, 26
3	3	ok bij mij	48	B	15, 45, 62
2	3	bij mij E	61	B	2, 62
2	3	en hij zitten	17	B	47, 63
2	3	in het midden	41	B	17, 57
2	3	ja dat zijn	7	B	20, 26
2	3	zeggen maar op	6	B	37, 42
8	2	bij mij	61	B	2, 7, 15, 26, 42, 45, 57, 62
4	2	dit zijn	51	B	10, 17, 42, 60
4	2	zeggen maar	38	B	10, 37, 42, 47
3	2	denken ik	38	B	2, 7, 39
3	2	een beetje	41	B	7, 30, 47
3	2	en hij	47	B	17, 47, 63
3	2	het midden	41	B	17, 55, 57
3	2	of zo	45	B	11, 30, 55
2	2	aan de	2	B	10, 11
2	2	de hoek	17	B	47, 63
2	2	de miereneter	19	B	42, 60
2	2	die vierkant	10	B	17, 26
2	2	even kijken	2	B	50, 51
2	2	ja ja	45	B	23, 67
2	2	maar die	26	B	17, 42
2	2	maar niet	9	B	47, 55
2	2	miereneter van	31	B	30, 60
2	2	niet op	49	B	7, 55
2	2	nog iets	37	B	11, 47
2	2	van achter	19	B	42, 60
2	2	zijn ja	11	B	10, 20
12	1	ja	66	B	2, 10, 13, 17, 20, 23, 26, 30, 33, 57, 65, 67
10	1	mij	61	B	2, 7, 15, 20, 26, 30, 42, 45, 57, 62
10	1	zijn	59	B	2, 7, 10, 17, 20, 26, 37, 42, 50, 60
9	1	bij	61	B	2, 7, 15, 26, 34, 42, 45, 57, 62
8	1	o	59	B	2, 20, 26, 39, 50, 55, 57, 60
8	1	ok	59	B	4, 15, 29, 41, 45, 47, 53, 62
7	1	die	41	B	10, 17, 26, 30, 39, 42, 50
6	1	de	54	B	10, 11, 42, 47, 60, 63
6	1	maar	46	B	10, 17, 37, 42, 47, 55
5	1	dat	64	B	2, 10, 20, 26, 65
5	1	en	54	B	10, 11, 17, 47, 63
5	1	het	51	B	7, 17, 30, 55, 57
5	1	hij	47	B	17, 34, 37, 47, 63
5	1	op	49	B	7, 37, 39, 42, 55
5	1	staan	41	B	7, 17, 34, 39, 47
5	1	van	50	B	11, 30, 39, 42, 60
4	1	beetje	41	B	7, 17, 30, 47
4	1	denken	38	B	2, 7, 30, 39
4	1	een	41	B	7, 11, 30, 47
4	1	niet	49	B	7, 20, 47, 55
4	1	nog	55	B	11, 17, 47, 65
3	1	aan	21	B	10, 11, 30
3	1	achter	50	B	11, 42, 60
3	1	dan	33	B	7, 17, 39
3	1	iets	37	B	11, 39, 47
3	1	ik	38	B	2, 7, 39
3	1	in	41	B	17, 47, 57
3	1	met	21	B	10, 26, 30
3	1	nee	40	B	20, 39, 59
3	1	ook	21	B	17, 26, 37
3	1	wel	64	B	2, 57, 65
3	1	zitten	47	B	17, 47, 63
3	1	zo	45	B	11, 30, 55
2	1	daar	34	B	17, 50
2	1	dinge	56	B	10, 65
2	1	er	19	B	47, 65
2	1	ver	9	B	39, 47
2	1	waar	17	B	34, 50
2	1	weer	8	B	10, 17

