Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	bij mij staan	13	B	25, 37
2	3	hij staan ja	32	B	25, 56
2	3	ja hij staan	2	B	25, 26
2	3	links zeggen maar	32	B	26, 57
2	3	van het midden	21	B	38, 58
3	2	het midden	21	B	38, 48, 58
3	2	hij staan	32	B	25, 26, 56
3	2	zeggen maar	32	B	26, 48, 57
2	2	dat zijn	36	B	9, 44
2	2	die adapter	17	B	18, 34
2	2	dit zijn	20	B	34, 53
2	2	en dan	20	B	38, 57
2	2	ja ja	12	B	22, 33
2	2	nee nee	3	B	14, 16
20	1	ja	60	B	1, 2, 4, 7, 18, 22, 25, 26, 30, 33, 34, 38, 40, 44, 47, 50, 51, 52, 56, 60
7	1	zijn	45	B	9, 16, 18, 22, 34, 44, 53
5	1	dan	56	B	2, 16, 38, 56, 57
5	1	die	39	B	18, 34, 37, 48, 56
5	1	en	45	B	13, 37, 38, 56, 57
5	1	het	43	B	16, 38, 48, 57, 58
4	1	hij	38	B	19, 25, 26, 56
4	1	maar	33	B	25, 26, 48, 57
3	1	adapter	36	B	18, 34, 53
3	1	dat	36	B	9, 18, 44
3	1	dit	36	B	18, 34, 53
3	1	links	32	B	26, 56, 57
3	1	mij	20	B	18, 25, 37
3	1	nee	5	B	12, 14, 16
3	1	van	33	B	26, 38, 58
2	1	de	32	B	22, 53
2	1	in	39	B	18, 56
2	1	met	5	B	18, 22
2	1	naar	10	B	48, 57
2	1	net	20	B	38, 57
2	1	nog	44	B	5, 48
2	1	of	11	B	38, 48
2	1	veel	24	B	25, 48
2	1	zitten	18	B	5, 22
2	1	één	11	B	38, 48

