Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	dit zijn de neuspiercing	69	7	1	A	63, 69
2	2	4	en bij jou staan	26	4	1	B	23, 26
2	2	4	hij staan bij mij	21	13	1	A	9, 21
2	2	4	één onder het midden	50	2	1	B	49, 50
5	5	3	in het midden	15	62	1	B	13, 15, 48, 65, 74
5	5	3	van het scherm	71	62	4	A	10, 12, 46, 65, 71
4	4	3	dan staan die	43	49	1	B	20, 43, 51, 68
3	3	3	aan de rechterkant	56	45	2	A	12, 46, 56
3	1	3	onder het midden	49	4	1	A	47, 49, 50
14	10	2	staan die	20	66	4	A	9, 10, 15, 17, 20, 26, 43, 47, 48, 51, 56, 65, 68, 74
11	3	2	het midden	37	62	1	B	13, 15, 37, 38, 47, 48, 49, 50, 56, 65, 74
7	5	2	dit zijn	44	39	1	B	31, 44, 45, 52, 63, 64, 69
5	2	2	aan de	18	45	1	A	12, 18, 37, 46, 56
5	5	2	dat zijn	55	71	2	B	5, 8, 55, 70, 75
5	3	2	hij staan	37	63	1	A	9, 21, 37, 48, 71
4	2	2	bij jou	58	53	1	B	23, 26, 58, 75
4	2	2	bij mij	58	53	1	A	9, 21, 58, 61
4	2	2	de neuspiercing	69	26	3	A	44, 53, 63, 69
4	1	2	de rechterkant	56	45	3	A	12, 46, 48, 56
4	4	2	op dezelfde	43	49	1	B	20, 43, 51, 68
3	3	2	de zijkant	26	41	1	B	18, 26, 58
3	3	2	nog één	56	70	1	A	2, 56, 71
3	3	2	op de	38	63	1	A	9, 38, 71
3	1	2	één onder	67	19	1	B	49, 50, 67
2	2	2	dus niet	62	45	1	B	18, 62
2	2	2	er nog	71	33	1	A	39, 71
2	2	2	onder kunnen	71	5	1	A	67, 71
2	2	2	zijn het	44	15	1	B	30, 44
23	10	1	de	18	74	7	A	1, 9, 10, 12, 14, 15, 17, 18, 26, 37, 38, 44, 46, 48, 53, 56, 58, 63, 65, 69, 71, 73, 74
23	6	1	het	4	75	2	A	1, 2, 4, 10, 12, 13, 15, 30, 34, 37, 38, 44, 46, 47, 48, 49, 50, 56, 58, 65, 71, 74, 75
19	6	1	die	20	74	5	A	1, 9, 10, 15, 17, 20, 26, 31, 33, 43, 47, 48, 51, 52, 56, 65, 68, 73, 74
19	2	1	staan	46	66	4	A	9, 10, 15, 17, 20, 21, 23, 26, 37, 43, 46, 47, 48, 51, 56, 65, 68, 71, 74
17	17	1	ja	3	67	1	A	2, 3, 4, 7, 14, 16, 24, 28, 33, 34, 35, 40, 42, 50, 54, 59, 68
14	12	1	en	17	68	1	B	6, 17, 23, 26, 34, 37, 38, 46, 48, 56, 65, 67, 71, 73
14	2	1	zijn	44	72	5	B	4, 5, 8, 30, 31, 44, 45, 52, 55, 63, 64, 69, 70, 75
12	5	1	op	6	70	1	A	2, 6, 9, 10, 17, 20, 34, 38, 43, 51, 68, 71
11	7	1	dan	43	68	6	B	6, 20, 25, 30, 37, 38, 43, 51, 56, 68, 73
10	8	1	dus	13	71	1	A	1, 13, 15, 18, 23, 48, 56, 62, 65, 71
10	9	1	in	13	74	3	A	1, 9, 10, 13, 14, 15, 17, 48, 65, 74
10	10	1	oké	20	75	1	A	0, 20, 22, 27, 29, 30, 41, 57, 60, 74
8	8	1	ongeveer	23	57	4	A	9, 14, 15, 17, 23, 37, 38, 65
8	2	1	één	49	70	2	A	2, 47, 49, 50, 56, 61, 67, 71
7	2	1	aan	26	45	1	A	12, 18, 26, 37, 38, 46, 56
7	2	1	dat	34	71	3	B	5, 8, 33, 34, 55, 70, 75
6	5	1	er	56	71	2	A	1, 39, 56, 58, 67, 71
6	6	1	hebben	37	57	3	A	0, 1, 2, 37, 38, 56
6	1	1	hij	23	63	1	A	9, 21, 23, 37, 48, 71
6	2	1	neuspiercing	52	69	2	A	1, 44, 52, 53, 63, 69
6	4	1	niet	62	58	4	B	18, 20, 30, 51, 62, 75
6	2	1	van	71	62	5	A	10, 12, 46, 48, 65, 71
5	1	1	dezelfde	62	49	1	B	20, 43, 51, 62, 68
5	5	1	een	23	39	2	A	1, 2, 23, 38, 39
5	5	1	ik	4	11	2	A	0, 1, 4, 6, 10
5	4	1	kunnen	56	33	1	A	39, 56, 58, 67, 71
5	5	1	nee	51	58	1	A	19, 51, 58, 72, 76
5	1	1	onder	71	25	1	A	47, 49, 50, 67, 71
4	4	1	met	31	44	1	A	1, 31, 33, 44
4	1	1	nog	56	70	2	A	2, 39, 56, 71
4	4	1	plek	47	49	1	B	20, 47, 51, 68
4	4	1	rechts	66	61	2	B	11, 21, 66, 71
4	4	1	twee	58	34	2	B	38, 56, 58, 71
3	3	1	drie	56	47	2	A	10, 17, 56
3	3	1	helemaal	26	9	2	B	18, 21, 26
3	3	1	toch	58	53	2	B	6, 23, 58
3	3	1	tussen	56	20	1	A	39, 56, 58
2	2	1	deze	46	42	1	B	5, 46
2	2	1	door	31	31	1	A	1, 31
2	2	1	hier	74	52	1	B	23, 74
2	2	1	maar	61	41	1	B	21, 61
2	2	1	naar	73	8	1	A	66, 73
2	2	1	neus	31	31	1	A	1, 31
2	2	1	tegen	38	13	1	A	26, 38
2	2	1	vanuit	58	3	1	B	56, 58

