Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	bij mij staan die	27	B	16, 42
2	3	aan de voorkant	8	B	1, 8
2	3	dan staan die	6	B	32, 37
2	3	in de hoogte	18	B	42, 59
2	3	onder het midden	5	B	59, 63
5	2	staan die	34	B	16, 32, 37, 42, 49
4	2	en dan	18	B	43, 51, 58, 60
4	2	het midden	22	B	42, 49, 59, 63
3	2	aan de	12	B	1, 8, 12
3	2	de basketbal	34	B	23, 38, 56
3	2	helemaal rechts	45	B	16, 58, 60
2	2	dat bolle	16	B	8, 23
2	2	een een	12	B	22, 33
2	2	in het	20	B	23, 42
2	2	ja en	51	B	1, 51
2	2	ja ja	27	B	40, 66
2	2	ja met	9	B	12, 20
2	2	met die	5	B	8, 12
14	1	ja	66	B	1, 5, 12, 20, 28, 31, 35, 40, 48, 51, 54, 55, 62, 66
12	1	de	59	B	1, 8, 12, 20, 22, 23, 33, 37, 38, 42, 56, 59
8	1	het	42	B	22, 23, 32, 33, 42, 49, 59, 63
7	1	dan	29	B	32, 37, 42, 43, 51, 58, 60
5	1	basketbal	35	B	22, 23, 25, 38, 56
5	1	een	63	B	1, 22, 32, 33, 63
4	1	als	22	B	22, 23, 32, 43
4	1	wel	42	B	22, 23, 60, 63
3	1	met	13	B	8, 12, 20
2	1	dat	16	B	8, 23
2	1	dus	2	B	32, 33
2	1	hem	54	B	10, 63
2	1	je	21	B	23, 43
2	1	jij	32	B	32, 63
2	1	net	11	B	49, 59
2	1	oké	38	B	8, 45
2	1	ongeveer	22	B	32, 53
2	1	op	6	B	32, 37
2	1	plek	32	B	6, 37
2	1	staaf	8	B	1, 8
2	1	vierkant	20	B	1, 20

