Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dit zijn de tafel die	13	A	12, 24
3	4	dit zijn de tafel	23	A	12, 24, 34
2	4	hij zitten bij mij	24	A	15, 38
2	4	in het midden van	13	A	15, 27
2	3	die in de	28	A	7, 34
2	3	hebben ik ook	11	A	23, 33
2	3	het midden van	13	A	15, 27
2	3	iets naar boven	12	A	27, 38
2	3	in de hoek	3	A	7, 9
2	3	ja dat zijn	19	A	21, 39
2	3	precies hetzelfde inderdaad	5	A	1, 5
4	2	hij zitten	28	A	15, 27, 38, 42
3	2	bij mij	32	A	7, 15, 38
3	2	ja dat	19	A	21, 33, 39
2	2	een bak	11	A	3, 13
2	2	er zitten	40	A	3, 42
2	2	het komme	13	A	12, 24
2	2	het veel	34	A	9, 42
2	2	ik hebben	5	A	1, 5
2	2	met met	18	A	13, 30
2	2	van rechts	3	A	7, 9
2	2	zijn het	29	A	11, 39
2	2	zitten ja	25	A	3, 27
10	1	ja	37	A	3, 5, 17, 21, 23, 27, 30, 32, 33, 39
8	1	zitten	42	A	1, 3, 15, 24, 27, 34, 38, 42
7	1	zijn	32	A	11, 12, 21, 24, 34, 39, 42
6	1	de	28	A	7, 9, 12, 15, 24, 34
5	1	die	28	A	7, 12, 24, 30, 34
5	1	in	28	A	7, 9, 15, 27, 34
5	1	ook	33	A	1, 13, 23, 24, 33
5	1	van	27	A	1, 7, 9, 15, 27
4	1	boven	34	A	9, 27, 38, 42
4	1	dat	19	A	21, 24, 33, 39
4	1	een	27	A	1, 3, 13, 27
4	1	er	42	A	1, 3, 24, 42
4	1	hij	28	A	15, 27, 38, 42
4	1	met	22	A	13, 24, 30, 34
4	1	mij	38	A	1, 7, 15, 38
4	1	nog	42	A	1, 24, 27, 42
3	1	dan	27	A	1, 11, 27
3	1	en	24	A	1, 3, 24
3	1	iets	16	A	27, 38, 42
3	1	rechts	32	A	7, 9, 38
3	1	veel	34	A	9, 38, 42
2	1	eigenlijk	25	A	15, 39
2	1	erop	22	A	13, 34
2	1	maar	16	A	27, 42
2	1	naar	12	A	27, 38
2	1	niet	32	A	11, 42

