Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	dit zijn die met de verfroerstaaf	20	A	40, 59
2	4	hij staan voor mij	18	A	44, 61
2	4	in het midden van	3	A	61, 63
2	4	voor mij in het	15	A	30, 44
2	3	yes dat zijn	14	A	37, 50
7	2	voor mij	52	A	10, 30, 31, 37, 44, 50, 61
5	2	in het	34	A	30, 44, 56, 61, 63
4	2	dat zijn	56	A	10, 37, 50, 65
3	2	en dan	22	A	23, 30, 44
3	2	hij staan	24	A	38, 44, 61
2	2	dat vak	34	A	30, 63
2	2	de veel	26	A	31, 56
9	1	ja	57	A	7, 8, 21, 23, 26, 47, 55, 58, 63
9	1	mij	52	A	10, 21, 30, 31, 37, 38, 44, 50, 61
8	1	dat	62	A	4, 10, 30, 31, 37, 50, 63, 65
8	1	voor	52	A	10, 23, 30, 31, 37, 44, 50, 61
8	1	zijn	56	A	10, 31, 37, 40, 50, 56, 59, 65
6	1	in	41	A	23, 30, 44, 56, 61, 63
5	1	dan	26	A	19, 23, 30, 33, 44
5	1	de	56	A	4, 31, 40, 56, 59
5	1	die	58	A	2, 21, 30, 40, 59
5	1	het	34	A	30, 44, 56, 61, 63
4	1	en	26	A	19, 23, 30, 44
4	1	vak	45	A	19, 30, 61, 63
3	1	met	56	A	4, 40, 59
3	1	van	43	A	21, 61, 63
3	1	zitten	10	A	21, 23, 30
2	1	aan	41	A	4, 44
2	1	bovenin	6	A	14, 19
2	1	daar	3	A	19, 21
2	1	driehoek	23	A	4, 26
2	1	nee	33	A	33, 65

