Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	die struisvogel Slash wijnglas of zo	13	A	26, 38
2	3	beetje op een	3	A	9, 11
2	3	bij mij niet	13	A	8, 20
3	2	bij mij	29	A	8, 20, 36
3	2	of zo	28	A	11, 26, 38
2	2	aan de	18	A	1, 18
2	2	al ja	31	A	4, 34
2	2	dat zijn	12	A	9, 20
2	2	die die	26	A	1, 26
2	2	ja vier	29	A	6, 34
2	2	lijken ook	3	A	9, 11
2	2	met die	9	A	1, 9
2	2	zeggen maar	4	A	15, 18
11	1	ja	39	A	4, 5, 6, 13, 23, 25, 26, 34, 36, 40, 42
6	1	die	38	A	1, 9, 11, 13, 26, 38
5	1	nee	41	A	4, 8, 18, 20, 44
4	1	dat	23	A	1, 9, 20, 23
4	1	of	28	A	11, 15, 26, 38
4	1	zo	38	A	1, 11, 26, 38
3	1	bij	29	A	8, 20, 36
3	1	dan	28	A	4, 15, 31
3	1	de	18	A	1, 15, 18
3	1	dus	28	A	15, 36, 42
3	1	ik	31	A	4, 15, 34
3	1	niet	13	A	8, 18, 20
3	1	ook	28	A	9, 11, 36
3	1	op	7	A	9, 11, 15
3	1	struisvogel	28	A	11, 26, 38
3	1	zijn	20	A	1, 9, 20
2	1	bovenin	14	A	15, 28
2	1	ding	23	A	1, 23
2	1	een	3	A	9, 11
2	1	helemaal	11	A	18, 28
2	1	het	33	A	4, 36
2	1	je	7	A	9, 15
2	1	met	9	A	1, 9
2	1	midden	22	A	15, 36
2	1	o	24	A	8, 31
2	1	ok	2	A	8, 9
2	1	rechts	13	A	28, 40
2	1	vak	26	A	15, 40
2	1	weten	6	A	4, 9
2	1	zeggen	4	A	15, 18

