Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	iets rechts van het midden	88	23	1	A	66, 88
2	2	5	ja bij mij staan die	59	50	1	B	10, 59
5	3	4	bij mij staan die	59	79	2	B	10, 44, 59, 68, 88
2	2	4	aan de voorkant en	38	32	1	B	7, 38
2	2	4	bij mij staan er	19	3	1	B	17, 19
2	2	4	dit zijn die op	82	11	1	B	72, 82
4	2	3	aan de voorkant	47	58	1	B	7, 38, 47, 64
4	2	3	van het midden	88	29	3	A	60, 66, 85, 88
3	1	3	dit zijn die	82	36	2	B	47, 72, 82
2	2	3	aan de achterkant	82	36	1	B	47, 82
2	2	3	in het midden	81	14	1	B	68, 81
10	10	2	dat zijn	9	83	1	B	2, 9, 27, 32, 40, 43, 49, 65, 76, 84
8	1	2	bij mij	46	79	2	B	10, 17, 19, 44, 46, 59, 68, 88
8	3	2	het midden	59	74	1	B	15, 59, 60, 66, 68, 81, 85, 88
8	1	2	mij staan	80	79	2	B	10, 17, 19, 44, 59, 68, 80, 88
7	4	2	aan de	38	76	3	B	7, 11, 17, 38, 47, 64, 82
7	7	2	hij staan	50	67	2	A	19, 41, 50, 60, 66, 77, 85
7	3	2	van het	60	68	2	B	21, 26, 60, 66, 68, 85, 88
5	5	2	de rand	19	29	1	B	18, 19, 21, 26, 46
5	2	2	dit zijn	47	46	1	A	37, 47, 62, 72, 82
4	4	2	als je	66	57	3	B	10, 51, 56, 66
4	2	2	die op	62	81	1	B	2, 62, 72, 82
4	4	2	net iets	67	12	1	A	66, 67, 70, 77
4	2	2	rechts van	66	38	2	B	51, 56, 66, 88
4	1	2	zijn die	82	68	3	B	15, 47, 72, 82
3	3	2	er nog	42	26	2	B	17, 18, 42
3	3	2	het plaat	37	42	1	B	21, 37, 62
2	2	2	de middellijn	77	18	1	A	60, 77
2	2	2	met de	74	13	1	A	62, 74
2	2	2	plaat naast	19	3	1	B	17, 19
2	2	2	plateau met	82	36	1	B	47, 82
2	2	2	wel veel	27	5	1	B	23, 27
2	2	2	zo ver	69	49	1	B	21, 69
29	27	1	ja	7	85	2	A	3, 6, 7, 8, 9, 10, 14, 16, 22, 24, 30, 31, 36, 37, 38, 39, 42, 48, 52, 54, 55, 57, 59, 62, 63, 65, 75, 83, 87
24	8	1	zijn	13	83	1	B	2, 9, 13, 15, 18, 21, 26, 27, 32, 37, 40, 43, 44, 46, 47, 49, 61, 62, 65, 71, 72, 76, 82, 84
23	11	1	de	19	81	5	B	2, 7, 11, 17, 18, 19, 21, 26, 35, 38, 40, 46, 47, 51, 52, 56, 60, 62, 64, 74, 77, 78, 82
21	7	1	staan	19	88	4	B	1, 2, 10, 17, 19, 20, 37, 41, 44, 47, 50, 59, 60, 62, 66, 68, 72, 77, 80, 85, 88
19	8	1	het	37	88	6	B	1, 10, 15, 21, 25, 26, 37, 38, 59, 60, 61, 62, 66, 68, 71, 81, 82, 85, 88
18	8	1	die	6	87	2	B	2, 5, 6, 10, 12, 13, 15, 44, 47, 56, 59, 62, 68, 69, 72, 80, 82, 88
13	3	1	dat	23	83	1	B	2, 9, 23, 27, 32, 37, 40, 43, 49, 53, 65, 76, 84
13	13	1	en	38	75	5	B	7, 11, 15, 17, 18, 38, 41, 47, 58, 64, 66, 78, 81
13	5	1	van	19	84	2	B	5, 11, 19, 21, 26, 51, 56, 60, 66, 68, 80, 85, 88
10	3	1	aan	38	76	4	B	7, 11, 13, 17, 38, 42, 47, 64, 78, 82
9	2	1	bij	23	79	2	B	10, 17, 19, 23, 44, 46, 59, 68, 88
9	9	1	maar	20	70	1	B	10, 20, 21, 25, 44, 50, 52, 77, 79
9	2	1	midden	59	74	2	B	15, 58, 59, 60, 66, 68, 81, 85, 88
9	5	1	net	42	63	2	B	15, 32, 42, 51, 56, 66, 67, 70, 77
8	5	1	op	37	82	2	B	1, 2, 37, 47, 60, 62, 72, 82
7	2	1	iets	66	88	2	B	1, 2, 66, 67, 70, 77, 88
7	7	1	nee	61	71	3	A	19, 33, 45, 61, 69, 80, 89
6	2	1	als	66	64	4	B	10, 21, 51, 56, 66, 73
6	2	1	je	42	57	1	B	10, 42, 51, 53, 56, 66
6	2	1	met	38	78	1	B	5, 38, 47, 62, 74, 82
6	2	1	rechts	51	48	1	A	41, 51, 56, 66, 77, 88
6	4	1	zo	29	60	3	B	10, 21, 26, 29, 58, 69
5	5	1	een	42	72	3	B	1, 7, 17, 42, 72
5	1	1	er	20	26	2	B	17, 18, 19, 20, 42
5	5	1	niet	69	40	3	B	32, 43, 61, 69, 71
5	2	1	nog	20	36	3	B	7, 17, 18, 20, 42
5	1	1	plaat	37	46	1	B	17, 19, 21, 37, 62
5	5	1	vierkant	37	72	2	B	1, 25, 37, 47, 72
5	3	1	wel	46	57	1	B	23, 27, 46, 77, 79
4	2	1	in	81	70	3	B	12, 68, 77, 81
4	4	1	oké	34	91	1	B	0, 34, 45, 90
4	2	1	veel	52	37	1	B	23, 27, 52, 59
3	3	1	bijna	60	21	1	B	58, 60, 78
3	3	1	ik	28	12	1	B	21, 28, 32
3	3	1	kant	42	36	2	B	7, 13, 42
3	3	1	links	80	36	1	B	50, 80, 85
3	1	1	naast	20	4	1	B	17, 19, 20
2	2	1	boog	38	32	1	B	7, 38
2	2	1	echt	60	17	1	B	44, 60
2	2	1	helemaal	78	38	1	A	41, 78
2	2	1	kop	37	37	1	B	1, 37
2	2	1	onderin	44	4	1	A	41, 44
2	2	1	rood	35	11	1	B	25, 35

