Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	met die sprie aan de zijkant	16	B	24, 39
2	5	die op een op een	16	B	24, 39
2	4	in het midden links	20	B	7, 26
4	3	in het midden	27	B	7, 8, 26, 33
3	3	die op een	27	B	13, 24, 39
2	3	dat zijn anders	6	B	23, 28
2	3	met die spriet	32	B	16, 47
2	3	nee dat zijn	24	B	28, 51
2	3	zitten bij mij	14	B	20, 33
4	2	bij mij	37	B	7, 20, 33, 43
3	2	aan de	38	B	2, 24, 39
3	2	zijn anders	23	B	23, 28, 45
2	2	dit zijn	40	B	0, 39
2	2	een vierkant	24	B	1, 24
2	2	en dan	26	B	8, 33
2	2	plateau staan	16	B	24, 39
2	2	zitten die	31	B	13, 43
8	1	die	41	B	7, 13, 16, 24, 36, 39, 43, 47
7	1	zijn	52	B	0, 23, 28, 36, 39, 45, 51
6	1	een	40	B	0, 1, 2, 13, 24, 39
6	1	ja	31	B	0, 4, 7, 17, 24, 30
5	1	bij	37	B	7, 10, 20, 33, 43
5	1	dan	29	B	8, 13, 23, 33, 36
5	1	met	48	B	0, 16, 24, 39, 47
5	1	oké	37	B	0, 11, 23, 28, 36
5	1	zitten	42	B	2, 13, 20, 33, 43
4	1	anders	23	B	23, 28, 36, 45
4	1	in	27	B	7, 8, 26, 33
4	1	op	39	B	1, 13, 24, 39
4	1	staan	39	B	1, 7, 24, 39
3	1	de	38	B	2, 24, 39
3	1	en	36	B	8, 33, 43
3	1	helemaal	24	B	20, 26, 43
2	1	boven	10	B	1, 10
2	1	bovenaan	11	B	33, 43
2	1	ding	24	B	1, 24
2	1	hem	44	B	8, 51
2	1	twee	9	B	0, 8

