Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	bij mij staan die aan de	3	B	49, 51
3	4	bij mij staan die	14	B	38, 49, 51
2	4	een beetje naar onderen	8	B	64, 71
2	3	ja bij mij	6	B	44, 49
2	3	ja hij staan	52	B	13, 64
4	2	zijn het	41	B	34, 35, 65, 74
3	2	aan de	51	B	1, 49, 51
2	2	dan zijn	62	B	4, 65
2	2	dit zijn	28	B	8, 35
2	2	maar er	26	B	13, 38
2	2	niet helemaal	2	B	13, 14
2	2	papieren hoed	11	B	25, 35
2	2	zijn dat	5	B	4, 8
22	1	ja	73	B	1, 3, 7, 10, 11, 13, 19, 21, 27, 28, 31, 44, 46, 49, 54, 56, 60, 64, 65, 67, 71, 73
8	1	zijn	71	B	4, 5, 8, 34, 35, 49, 65, 74
6	1	de	61	B	1, 14, 16, 49, 51, 61
6	1	het	54	B	21, 34, 35, 46, 65, 74
6	1	staan	52	B	13, 38, 42, 49, 51, 64
5	1	bij	14	B	38, 42, 44, 49, 51
5	1	dan	62	B	4, 34, 42, 46, 65
5	1	dat	46	B	4, 5, 8, 46, 49
5	1	die	44	B	8, 34, 38, 49, 51
4	1	er	42	B	1, 13, 38, 42
4	1	niet	34	B	13, 14, 34, 46
4	1	rechts	61	B	14, 64, 65, 74
3	1	beetje	56	B	16, 64, 71
3	1	een	71	B	1, 64, 71
3	1	en	14	B	1, 8, 14
3	1	maar	26	B	13, 14, 38
3	1	naar	11	B	64, 71, 74
3	1	nog	30	B	13, 38, 42
2	1	denken	26	B	49, 74
2	1	feesthoed	6	B	56, 61
2	1	in	28	B	38, 65
2	1	oké	13	B	34, 46
2	1	twee	50	B	16, 65
2	1	zo	67	B	8, 74
2	1	zullen	26	B	21, 46
2	1	één	3	B	40, 42

