Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	dan zijn het niet	40	52	1	B	7, 40, 58
2	2	4	redelijk in het midden	57	22	1	A	36, 57
2	2	4	zullen er wel passen	66	2	1	B	65, 66
5	3	3	in het midden	17	52	1	A	6, 17, 36, 38, 57
4	4	3	ok bij mij	15	60	1	A	3, 15, 45, 62
3	3	3	aan de rechterkant	11	11	2	A	1, 5, 11
3	3	3	ja dat zijn	44	25	2	B	20, 26, 44
2	2	3	aan de bovenkant	10	11	1	A	0, 10
2	2	3	aan de linkerkant	10	10	1	A	1, 10
2	2	3	bij mij staan	7	3	1	A	5, 7
2	2	3	hij staan ja	44	28	1	B	17, 44
2	2	3	in de hoek	64	18	1	B	47, 64
2	2	3	op dezelfde plek	22	16	1	B	7, 22
2	2	3	zitten ook nog	17	17	1	A	1, 17
17	11	2	bij mij	3	63	1	B	2, 3, 5, 7, 14, 15, 18, 26, 28, 42, 44, 45, 52, 57, 61, 62, 64
6	6	2	dit zijn	25	51	2	B	10, 17, 25, 42, 49, 60
6	6	2	een beetje	7	55	1	A	0, 7, 30, 35, 47, 54
6	1	2	het midden	55	52	1	A	6, 17, 36, 38, 55, 57
6	6	2	zeggen maar	36	55	1	B	10, 36, 37, 42, 47, 64
5	2	2	aan de	10	12	3	A	0, 1, 5, 10, 11
5	3	2	hij staan	17	49	1	A	6, 17, 35, 44, 54
4	1	2	dat zijn	44	43	3	B	2, 20, 26, 44
4	1	2	ja dat	21	25	1	B	20, 21, 26, 44
3	1	2	de hoek	64	18	2	B	47, 63, 64
3	1	2	dezelfde plek	58	52	1	B	7, 22, 58
3	3	2	hij zitten	47	42	1	A	22, 47, 63
3	3	2	maar niet	54	9	1	B	47, 54, 55
3	3	2	nee dan	39	32	1	A	9, 39, 40
3	3	2	staan hij	34	32	1	A	5, 34, 36
3	1	2	zullen er	65	3	1	A	64, 65, 66
2	2	2	dan nee	39	31	1	A	9, 39
2	2	2	dat maken	21	2	1	B	20, 21
2	2	2	dat ovaal	10	10	1	A	1, 10
2	2	2	en dan	17	17	1	A	1, 17
2	2	2	en die	25	16	1	B	10, 25
2	2	2	met die	26	2	1	A	25, 26
2	2	2	niet echt	47	23	1	A	25, 47
2	2	2	niet uit	21	2	1	B	20, 21
2	2	2	o nee	40	21	1	B	20, 40
2	2	2	van boven	39	4	1	A	36, 39
2	2	2	volgens mij	25	6	1	B	20, 25
25	21	1	ja	14	67	3	B	2, 10, 13, 14, 17, 18, 20, 21, 23, 24, 25, 26, 27, 30, 33, 43, 44, 52, 57, 61, 64, 65, 66, 67, 68
20	1	1	mij	30	63	1	B	2, 3, 5, 7, 14, 15, 18, 20, 25, 26, 28, 30, 42, 44, 45, 52, 57, 61, 62, 64
18	1	1	bij	34	63	1	B	2, 3, 5, 7, 14, 15, 18, 26, 28, 34, 42, 44, 45, 52, 57, 61, 62, 64
17	4	1	zijn	14	60	3	B	2, 7, 10, 14, 17, 20, 25, 26, 37, 40, 42, 44, 49, 50, 58, 60, 61
16	12	1	ok	4	63	2	A	0, 3, 4, 8, 9, 15, 16, 24, 29, 41, 45, 46, 47, 53, 58, 62
12	4	1	de	25	65	3	A	0, 1, 5, 10, 11, 25, 36, 42, 47, 60, 63, 64
12	11	1	die	12	57	1	B	10, 12, 17, 19, 25, 26, 30, 39, 42, 49, 50, 66
12	3	1	het	7	54	2	A	5, 6, 7, 17, 30, 32, 36, 38, 40, 55, 57, 58
12	1	1	hij	37	59	2	A	5, 6, 17, 22, 34, 35, 36, 37, 44, 47, 54, 63
11	7	1	maar	21	55	2	B	10, 17, 21, 22, 36, 37, 42, 47, 54, 55, 64
11	4	1	staan	7	50	2	A	5, 6, 7, 17, 34, 35, 36, 39, 44, 47, 54
10	7	1	en	10	64	3	A	0, 1, 6, 10, 11, 17, 25, 36, 47, 63
10	8	1	o	32	59	3	B	2, 20, 26, 32, 39, 40, 50, 55, 57, 60
9	2	1	dan	32	68	1	A	1, 7, 9, 17, 32, 39, 40, 58, 68
9	3	1	dat	10	65	1	A	1, 2, 10, 14, 20, 21, 26, 44, 65
9	5	1	een	7	55	2	A	0, 1, 7, 11, 25, 30, 35, 47, 54
9	8	1	ook	17	65	3	A	0, 1, 6, 17, 18, 21, 26, 37, 64
8	1	1	in	22	59	1	A	6, 17, 22, 36, 38, 47, 57, 64
8	6	1	van	11	60	2	A	1, 5, 11, 30, 36, 39, 42, 60
8	6	1	wel	2	67	1	A	0, 2, 5, 36, 57, 64, 65, 66
7	1	1	beetje	17	55	1	A	0, 7, 17, 30, 35, 47, 54
7	4	1	nee	20	51	1	A	9, 20, 39, 40, 48, 56, 59
7	5	1	nog	11	65	2	A	1, 6, 11, 17, 47, 64, 65
7	6	1	op	22	49	1	B	7, 22, 32, 37, 39, 42, 55
6	1	1	aan	30	31	3	A	0, 1, 5, 10, 11, 30
6	3	1	er	47	62	2	A	5, 6, 47, 64, 65, 66
6	1	1	zitten	19	63	1	A	1, 17, 19, 22, 47, 63
5	2	1	dezelfde	7	59	1	A	0, 7, 22, 40, 58
5	5	1	waar	34	39	2	A	12, 25, 34, 44, 50
4	3	1	boven	39	39	3	A	1, 6, 36, 39
4	4	1	helemaal	7	50	2	A	5, 6, 7, 54
4	2	1	met	25	21	1	B	10, 25, 26, 30
4	4	1	miereneter	49	31	2	B	30, 42, 49, 60
4	3	1	ovaal	10	26	2	A	0, 1, 10, 25
4	1	1	plek	68	62	1	B	7, 22, 58, 68
3	3	1	daar	32	34	1	B	17, 32, 50
3	3	1	even	50	8	1	A	44, 50, 51
3	3	1	links	63	65	1	A	0, 63, 64
3	3	1	naar	39	40	2	A	0, 36, 39
3	3	1	niks	47	43	2	A	5, 6, 47
3	3	1	okan	14	62	1	B	7, 14, 68
3	3	1	ver	64	26	2	B	39, 47, 64
3	3	1	vierkant	17	26	1	A	1, 17, 26
3	3	1	weer	25	16	2	B	10, 17, 25
3	1	1	zullen	65	3	1	A	64, 65, 66
3	3	1	één	39	59	1	A	6, 39, 64
2	2	1	horizontaal	37	2	1	A	36, 37
2	2	1	kunnen	64	18	1	B	47, 64
2	2	1	veel	47	48	1	A	0, 47
