Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	van rechtsboven naar links beneden	54	3	1	A	52, 54
2	2	4	en dan staan er	82	19	1	A	64, 82
2	2	4	luciferstokjes naar de zijkant	4	5	1	A	0, 4
2	2	4	staan er nog één	98	17	1	B	82, 98
4	4	3	aan de achterkant	11	35	2	A	0, 10, 11, 34
4	4	3	ja dat zijn	77	48	1	B	42, 77, 85, 89
3	1	3	en dan staan	64	25	1	B	58, 64, 82
3	3	3	in het midden	79	70	1	A	17, 79, 86
3	1	3	naar de zijkant	19	20	1	A	0, 4, 19
3	3	3	staan er één	80	36	1	A	64, 80, 99
3	3	3	één naar links	46	77	1	A	5, 46, 81
2	2	3	bij mij ook	38	17	1	B	22, 38
2	2	3	en dan hebben	71	62	1	A	10, 71
2	2	3	en één naar	24	20	1	A	5, 24
2	2	3	met dat plank	35	2	1	A	34, 35
2	2	3	twee naar links	45	2	1	A	44, 45
2	2	3	één naar rechts	24	20	1	A	5, 24
2	2	3	één rechts onder	99	2	1	A	98, 99
11	6	2	en dan	24	86	1	A	10, 24, 37, 52, 58, 64, 68, 71, 81, 82, 95
9	5	2	aan de	11	67	3	A	0, 7, 10, 11, 34, 37, 47, 65, 66
9	7	2	bij mij	38	82	3	B	15, 22, 23, 38, 42, 46, 58, 83, 96
9	5	2	dat zijn	36	75	1	B	15, 36, 42, 63, 70, 77, 83, 85, 89
8	1	2	naar links	45	77	3	A	5, 19, 44, 45, 46, 52, 54, 81
7	2	2	staan er	64	42	2	B	58, 60, 64, 80, 82, 98, 99
6	3	2	het midden	79	74	3	A	17, 44, 64, 79, 86, 90
4	4	2	als je	47	64	1	B	23, 47, 51, 86
4	2	2	dan hebben	71	62	3	A	10, 47, 48, 71
4	1	2	er één	64	76	1	B	24, 64, 80, 99
4	4	2	naar onder	68	74	1	B	24, 68, 95, 97
4	4	2	zeggen maar	47	30	1	B	23, 47, 49, 52
4	1	2	één naar	24	77	1	A	5, 24, 46, 81
3	3	2	die ja	13	12	1	B	9, 13, 20
3	3	2	die staan	76	29	1	B	62, 76, 90
3	3	2	dit zijn	39	44	1	B	30, 39, 73
3	3	2	het zijn	8	94	1	B	2, 8, 95
3	3	2	mij staan	64	19	2	B	46, 58, 64
3	1	2	nog één	82	31	1	A	68, 82, 98
3	1	2	één rechts	98	94	1	B	6, 98, 99
2	2	2	de twee	84	48	1	B	37, 84
2	2	2	even kijken	76	76	1	B	1, 76
2	2	2	het een	31	25	1	A	7, 31
2	2	2	hij staan	37	22	1	A	16, 37
2	2	2	je hebben	56	10	1	A	47, 56
2	2	2	met die	61	23	1	A	39, 61
26	20	1	ja	13	91	2	B	9, 11, 13, 14, 20, 21, 25, 26, 28, 33, 38, 41, 42, 43, 53, 57, 67, 71, 75, 77, 83, 85, 89, 92, 93, 99
22	16	1	die	9	91	1	A	0, 9, 10, 13, 20, 24, 30, 32, 37, 39, 46, 51, 56, 60, 61, 62, 64, 74, 76, 84, 86, 90
22	7	1	zijn	7	94	1	B	2, 7, 8, 15, 24, 29, 30, 36, 39, 42, 61, 63, 70, 71, 73, 77, 78, 80, 83, 85, 89, 95
21	9	1	de	23	98	1	A	0, 4, 7, 10, 11, 19, 23, 34, 37, 40, 41, 47, 65, 66, 71, 73, 84, 86, 88, 95, 97
21	10	1	en	11	99	3	A	0, 5, 10, 11, 19, 24, 37, 44, 52, 58, 59, 60, 61, 64, 68, 70, 71, 81, 82, 95, 98
19	6	1	staan	22	84	1	A	16, 22, 23, 37, 46, 47, 48, 50, 58, 60, 61, 62, 64, 76, 80, 82, 90, 98, 99
18	7	1	het	32	94	1	B	2, 7, 8, 17, 31, 32, 44, 58, 61, 62, 64, 71, 79, 80, 86, 90, 91, 95
17	7	1	één	6	95	1	A	5, 6, 7, 19, 24, 46, 47, 58, 59, 60, 64, 68, 80, 81, 82, 98, 99
16	5	1	dan	24	89	2	A	7, 10, 24, 29, 37, 47, 48, 52, 58, 64, 68, 71, 81, 82, 86, 95
15	1	1	naar	49	98	1	A	0, 4, 5, 19, 24, 44, 45, 46, 49, 52, 54, 68, 81, 95, 97
13	2	1	dat	16	75	1	B	15, 16, 29, 34, 35, 36, 42, 63, 70, 77, 83, 85, 89
12	3	1	aan	4	67	1	A	0, 4, 7, 10, 11, 34, 37, 47, 61, 62, 65, 66
12	2	1	mij	38	95	4	B	2, 15, 22, 23, 38, 42, 46, 50, 58, 64, 83, 96
10	4	1	onder	48	76	1	B	24, 48, 58, 60, 68, 79, 95, 97, 98, 99
9	3	1	er	52	76	1	B	24, 52, 58, 60, 64, 80, 82, 98, 99
9	4	1	hebben	50	87	4	A	0, 10, 47, 48, 50, 51, 56, 71, 86
9	1	1	links	66	77	3	A	5, 19, 44, 45, 46, 52, 54, 66, 81
8	6	1	een	12	78	1	A	7, 12, 31, 39, 48, 52, 68, 84
8	4	1	twee	4	85	1	A	0, 4, 18, 19, 37, 44, 45, 84
7	3	1	je	47	64	1	B	23, 47, 48, 51, 52, 56, 86
7	3	1	maar	51	72	1	B	23, 47, 49, 51, 52, 71, 94
7	3	1	met	12	77	1	A	8, 12, 34, 35, 39, 61, 84
7	2	1	rechts	37	95	1	A	5, 6, 24, 37, 61, 98, 99
6	1	1	midden	79	74	3	A	17, 44, 64, 79, 86, 90
6	6	1	nee	63	85	3	B	3, 50, 55, 63, 83, 87
6	6	1	oké	16	64	2	B	6, 14, 16, 29, 36, 69
5	1	1	als	80	64	1	B	23, 47, 51, 80, 86
5	2	1	in	23	70	1	A	17, 23, 37, 79, 86
5	5	1	niet	63	92	2	B	3, 55, 63, 83, 94
5	2	1	nog	68	88	2	B	11, 12, 68, 82, 98
5	3	1	van	37	65	1	A	0, 37, 52, 54, 64
5	5	1	wel	19	70	1	B	2, 19, 22, 62, 71
4	4	1	helemaal	55	16	2	A	47, 51, 55, 62
4	2	1	ook	38	28	3	B	11, 22, 35, 38
4	4	1	schuin	59	13	2	A	48, 49, 59, 60
4	4	1	zo'n	11	12	3	A	0, 8, 10, 11
3	1	1	beneden	54	6	2	A	49, 52, 54
3	1	1	kijken	47	76	1	B	1, 47, 76
3	3	1	lucifer	84	16	1	B	73, 84, 88
3	3	1	rechtsonder	86	28	2	B	59, 60, 86
2	2	1	Linksboven	56	10	1	A	47, 56
2	2	1	daar	80	33	1	A	48, 80
2	2	1	daarnaast	68	8	1	B	61, 68
2	2	1	kop	32	25	1	A	8, 32
2	2	1	linksboven	51	29	1	B	23, 51
2	2	1	luciferstok	40	2	1	A	39, 40
2	2	1	naast	82	19	1	A	64, 82
2	2	1	op	97	50	1	A	48, 97
2	2	1	stok	30	23	1	A	8, 30

