Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	bijna op de helft van de helft	2	A	76, 77
2	6	deze zijn weer met die neus	30	A	41, 70
2	5	die neus aan de voorkant	24	A	18, 41
2	3	boven de helft	17	A	20, 36
2	3	en dan het	30	A	41, 70
2	3	en net iets	26	A	20, 45
2	3	net iets veel	3	A	64, 66
6	2	net iets	61	A	20, 45, 47, 64, 66, 80
5	2	bij mij	61	A	6, 12, 20, 36, 66
5	2	de helft	58	A	20, 36, 45, 76, 77
4	2	en dan	60	A	18, 41, 70, 77
3	2	ander plek	45	A	24, 38, 68
2	2	aan de	24	A	18, 41
2	2	bovenop en	24	A	18, 41
2	2	en dat	55	A	18, 72
2	2	en het	24	A	18, 41
2	2	hij staan	4	A	45, 48
2	2	ja oké	38	A	31, 68
2	2	nog één	9	A	4, 12
14	1	ja	78	A	2, 6, 10, 12, 14, 28, 31, 47, 54, 57, 61, 68, 73, 79
12	1	en	74	A	4, 12, 18, 20, 29, 41, 45, 48, 70, 72, 76, 77
11	1	oké	69	A	0, 8, 14, 17, 22, 25, 31, 36, 44, 51, 68
7	1	dan	66	A	12, 14, 18, 41, 68, 70, 77
7	1	die	59	A	18, 20, 36, 41, 66, 70, 76
7	1	net	69	A	12, 20, 45, 47, 64, 66, 80
6	1	bij	61	A	6, 12, 20, 36, 64, 66
6	1	helft	58	A	20, 36, 45, 48, 76, 77
6	1	zijn	65	A	6, 14, 41, 66, 68, 70
5	1	het	53	A	18, 41, 45, 68, 70
5	1	staan	65	A	12, 36, 45, 48, 76
4	1	dat	67	A	6, 14, 18, 72
4	1	plek	55	A	14, 24, 38, 68
3	1	boven	58	A	20, 36, 77
3	1	met	53	A	18, 41, 70
3	1	nog	61	A	4, 12, 64
3	1	nummer	52	A	6, 33, 57
3	1	precies	60	A	14, 48, 73
3	1	weer	53	A	18, 41, 70
2	1	driehoek	24	A	18, 41
2	1	echt	13	A	36, 48
2	1	helemaal	17	A	20, 36
2	1	link	20	A	45, 64
2	1	links	61	A	20, 80
2	1	naar	4	A	77, 80
2	1	nee	3	A	36, 38
2	1	ook	66	A	12, 77
2	1	rechts	11	A	66, 76
2	1	wel	13	A	36, 48

