Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	nu hebben ik dat kop met	28	B	47, 74
2	5	dus dan zijn die andersom	35	B	86, 120
2	4	bij mij aan de	36	B	17, 52
2	4	die staan bij mij	25	B	52, 76
2	4	met die lineaal en	28	B	47, 74
3	3	staan bij mij	67	B	52, 76, 118
2	3	aan de rechterkant	77	B	17, 93
2	3	dan hebben die	2	B	1, 2
2	3	die een beetje	17	B	28, 44
2	3	en die staan	14	B	63, 76
2	3	er kunnen er	24	B	83, 106
2	3	van het midden	47	B	17, 63
2	3	één zo'n soort	5	B	4, 8
11	2	bij mij	102	B	17, 39, 44, 52, 60, 63, 76, 87, 91, 107, 118
10	2	zeggen maar	108	B	1, 19, 20, 26, 28, 48, 66, 76, 91, 108
6	2	staan die	79	B	17, 19, 28, 44, 93, 95
5	2	en dan	82	B	2, 19, 28, 44, 83
4	2	dat zijn	114	B	1, 39, 61, 114
4	2	die staan	33	B	44, 52, 63, 76
4	2	een beetje	39	B	28, 44, 63, 66
4	2	het midden	47	B	17, 26, 53, 63
4	2	hij staan	82	B	26, 66, 91, 107
4	2	met die	28	B	47, 49, 66, 74
3	2	als je	90	B	19, 28, 108
3	2	dat kop	74	B	1, 47, 74
3	2	en dat	39	B	36, 48, 74
3	2	en die	30	B	47, 63, 76
3	2	er kunnen	28	B	79, 83, 106
3	2	lineaal en	67	B	8, 47, 74
3	2	zo'n soort	8	B	1, 4, 8
2	2	de hoek	7	B	22, 28
2	2	die twee	48	B	2, 49
2	2	er staan	5	B	79, 83
2	2	kunnen er	24	B	83, 106
2	2	maar er	5	B	79, 83
2	2	met dat	72	B	47, 118
2	2	penseel erin	28	B	47, 74
2	2	staaf erin	48	B	2, 49
2	2	staan er	5	B	83, 87
2	2	één zo'n	5	B	4, 8
19	1	die	120	B	1, 2, 17, 19, 28, 44, 47, 49, 52, 63, 66, 74, 76, 86, 87, 93, 95, 118, 120
18	1	ja	115	B	0, 6, 10, 12, 25, 28, 29, 32, 35, 38, 58, 60, 65, 66, 67, 71, 97, 114
17	1	staan	102	B	17, 19, 26, 28, 44, 52, 63, 66, 76, 79, 83, 87, 91, 93, 95, 107, 118
13	1	en	94	B	2, 8, 19, 28, 36, 44, 47, 48, 63, 74, 76, 83, 95
12	1	maar	108	B	1, 19, 20, 26, 28, 48, 66, 76, 79, 83, 91, 108
12	1	mij	113	B	6, 17, 39, 44, 52, 60, 63, 76, 87, 91, 107, 118
11	1	bij	102	B	17, 39, 44, 52, 60, 63, 76, 87, 91, 107, 118
11	1	dat	118	B	1, 36, 39, 44, 47, 48, 61, 74, 107, 114, 118
11	1	nee	88	B	30, 42, 55, 78, 82, 89, 104, 105, 110, 112, 117
9	1	dan	120	B	1, 2, 19, 26, 28, 44, 83, 86, 120
8	1	de	77	B	17, 20, 22, 26, 28, 52, 91, 93
7	1	zijn	120	B	1, 39, 61, 83, 86, 114, 120
7	1	zo'n	108	B	1, 4, 8, 14, 33, 66, 108
6	1	het	47	B	17, 20, 26, 45, 53, 63
6	1	ik	87	B	0, 44, 45, 47, 74, 86
6	1	met	72	B	47, 49, 66, 74, 86, 118
5	1	als	92	B	17, 19, 28, 45, 108
5	1	een	59	B	28, 44, 63, 66, 86
5	1	hebben	74	B	1, 2, 28, 47, 74
5	1	van	68	B	2, 17, 20, 63, 69
5	1	wel	80	B	0, 6, 20, 72, 79
4	1	dus	72	B	49, 72, 86, 120
4	1	er	28	B	79, 83, 87, 106
4	1	in	48	B	19, 20, 22, 66
4	1	je	108	B	1, 19, 28, 108
4	1	lineaal	71	B	4, 8, 47, 74
4	1	nog	28	B	79, 83, 87, 106
4	1	oké	56	B	0, 16, 47, 55
4	1	soort	69	B	1, 4, 8, 69
3	1	denken	43	B	44, 72, 86
3	1	net	66	B	30, 53, 95
3	1	ook	67	B	0, 60, 66
3	1	rechts	65	B	19, 26, 83
3	1	weer	19	B	1, 17, 19
3	1	zo	36	B	28, 45, 63
3	1	één	80	B	4, 8, 83
2	1	ander	51	B	36, 86
2	1	boven	27	B	53, 79
2	1	echt	2	B	106, 107
2	1	horizontaal	77	B	19, 95
2	1	kruis	2	B	107, 108
2	1	links	20	B	44, 63
2	1	naast	20	B	87, 106
2	1	waar	58	B	44, 101

