Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	bij mij zijn	28	B	26, 53
2	3	mij zijn het	9	B	45, 53
2	3	tafel met bakje	11	B	13, 23
3	2	en dan	20	B	34, 39, 53
3	2	tafel met	24	B	0, 13, 23
3	2	zijn het	51	B	3, 45, 53
2	2	de drie	38	B	8, 45
2	2	er op	24	B	0, 23
8	1	ja	44	B	10, 12, 16, 22, 31, 32, 37, 53
6	1	de	54	B	0, 8, 12, 45, 51, 53
5	1	het	51	B	3, 10, 34, 45, 53
5	1	zijn	51	B	3, 26, 45, 51, 53
4	1	dan	51	B	3, 34, 39, 53
4	1	drie	38	B	8, 39, 42, 45
4	1	met	24	B	0, 13, 18, 23
4	1	tafel	24	B	0, 13, 18, 23
3	1	die	34	B	6, 26, 39
3	1	niet	49	B	3, 28, 51
3	1	rij	13	B	39, 45, 51
3	1	twee	7	B	39, 42, 45
2	1	dat	34	B	18, 51
2	1	deze	29	B	0, 28
2	1	dus	7	B	39, 45
2	1	hebben	40	B	0, 39
2	1	inderdaad	3	B	10, 12
2	1	je	28	B	12, 39
2	1	vijf	30	B	10, 39
2	1	we	19	B	10, 28
2	1	zes	15	B	39, 53

