Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	hij staan bij mij	8	A	34, 41
3	3	en hij staan	57	A	10, 41, 66
3	3	in het midden	75	A	9, 41, 83
2	3	hij hebben het	2	A	1, 2
2	3	nee bij mij	24	A	60, 83
2	3	neus met piercing	27	A	38, 64
5	2	en hij	65	A	2, 9, 10, 41, 66
3	2	dat zijn	33	A	29, 40, 61
3	2	denken ik	68	A	5, 20, 72
2	2	bijna helemaal	33	A	34, 66
2	2	het niet	25	A	48, 72
2	2	naar rechts	58	A	10, 67
2	2	nee dan	31	A	18, 48
2	2	staan die	40	A	44, 83
2	2	zeggen maar	8	A	2, 9
10	1	ja	75	A	5, 24, 28, 43, 47, 48, 63, 74, 76, 79
7	1	nee	71	A	13, 15, 18, 46, 48, 60, 83
7	1	staan	74	A	10, 34, 41, 44, 66, 72, 83
6	1	en	71	A	2, 9, 10, 41, 66, 72
5	1	dat	42	A	20, 29, 40, 52, 61
5	1	ik	68	A	5, 11, 20, 22, 72
5	1	maar	71	A	2, 9, 44, 60, 72
5	1	mij	68	A	16, 34, 41, 60, 83
5	1	wel	79	A	5, 20, 22, 34, 83
5	1	zijn	61	A	1, 29, 38, 40, 61
4	1	dan	47	A	2, 18, 37, 48
4	1	denken	68	A	5, 20, 52, 72
4	1	die	75	A	9, 41, 44, 83
4	1	geel	44	A	18, 37, 50, 61
4	1	hebben	41	A	1, 2, 22, 41
4	1	met	63	A	2, 3, 38, 64
4	1	niet	60	A	13, 16, 48, 72
4	1	piercing	63	A	2, 3, 38, 64
4	1	rechts	63	A	10, 11, 67, 72
4	1	zeggen	10	A	2, 5, 9, 11
4	1	één	70	A	3, 34, 60, 72
3	1	heel	72	A	3, 58, 74
3	1	helemaal	54	A	13, 34, 66
3	1	in	75	A	9, 41, 83
3	1	je	48	A	5, 18, 52
3	1	naar	58	A	10, 44, 67
3	1	neus	63	A	2, 38, 64
3	1	oké	36	A	1, 8, 36
2	1	aan	11	A	3, 13
2	1	de	26	A	13, 38
2	1	dus	23	A	61, 83
2	1	echt	24	A	60, 83
2	1	een	2	A	2, 3
2	1	of	15	A	44, 58
2	1	ook	40	A	5, 44
2	1	op	5	A	18, 22
2	1	precies	17	A	25, 41
2	1	veel	63	A	10, 72
2	1	vijf	27	A	29, 55
2	1	worden	3	A	69, 71
2	1	zo'n	41	A	1, 41
2	1	zullen	31	A	11, 41

