Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	aan de aan de	9	B	1, 9
2	3	een soort nek	4	B	2, 5
2	3	in de hoek	11	B	40, 50
2	3	in het midden	2	B	18, 19
3	2	dat zijn	16	B	31, 44, 46
3	2	een soort	5	B	1, 2, 5
2	2	bij mij	5	B	31, 35
2	2	en dan	4	B	16, 19
2	2	en een	28	B	2, 29
2	2	en het	8	B	40, 47
2	2	het staan	23	B	18, 40
2	2	ja dat	5	B	5, 9
2	2	neus en	10	B	38, 47
2	2	niet helemaal	32	B	19, 50
8	1	en	46	B	2, 3, 16, 19, 29, 38, 40, 47
7	1	de	50	B	1, 9, 16, 19, 40, 47, 50
7	1	ja	29	B	5, 7, 9, 23, 28, 29, 33
6	1	dat	42	B	5, 9, 31, 38, 44, 46
6	1	het	45	B	3, 18, 19, 35, 40, 47
6	1	oké	47	B	0, 12, 16, 21, 37, 46
6	1	zijn	44	B	3, 31, 35, 38, 44, 46
5	1	een	29	B	1, 2, 3, 5, 29
4	1	dan	35	B	16, 19, 23, 50
4	1	in	33	B	18, 19, 40, 50
4	1	of	7	B	3, 5, 7, 9
3	1	helemaal	32	B	19, 40, 50
3	1	konijnenoor	30	B	9, 29, 38
3	1	mij	13	B	23, 31, 35
3	1	neus	47	B	1, 38, 47
2	1	C	10	B	44, 53
2	1	die	10	B	38, 47
2	1	dit	38	B	1, 38
2	1	hebben	9	B	1, 9
2	1	maar	32	B	19, 50
2	1	met	10	B	38, 47
2	1	net	17	B	3, 19
2	1	op	10	B	38, 47
2	1	rond	10	B	38, 47

