Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	nee dan zijn het niet hetzelfde	42	A	32, 73
2	4	die Bvormig reling en	18	A	34, 51
2	4	wel in het midden	2	A	40, 41
2	4	zeggen maar als je	5	A	24, 28
4	3	een soort van	29	A	1, 2, 7, 29
3	3	dan zijn het	42	A	32, 50, 73
2	3	dit zijn weer	18	A	34, 51
2	3	het zijn wel	16	A	40, 55
6	2	als je	41	A	14, 24, 28, 37, 40, 54
6	2	zijn het	67	A	7, 23, 32, 37, 50, 73
4	2	dat zijn	49	A	15, 20, 46, 63
4	2	het zijn	55	A	1, 40, 41, 55
3	2	Bvormig reling	45	A	7, 34, 51
3	2	dit zijn	29	A	23, 34, 51
3	2	in het	16	A	40, 41, 55
2	2	aan de	55	A	1, 55
2	2	best wel	41	A	1, 41
2	2	bij mij	52	A	14, 65
2	2	de linker	52	A	14, 65
2	2	degeen die	49	A	0, 48
2	2	en dan	48	A	7, 54
2	2	en dat	51	A	1, 51
2	2	er zitten	27	A	2, 28
2	2	gewoon de	12	A	54, 65
2	2	ja want	29	A	0, 28
2	2	links zijn	42	A	7, 48
2	2	naar links	7	A	48, 54
2	2	niet helemaal	26	A	30, 55
2	2	op die	25	A	0, 24
2	2	veel naar	24	A	48, 71
2	2	zeggen maar	5	A	24, 28
2	2	zitten die	48	A	24, 71
19	1	zijn	73	A	1, 7, 15, 20, 23, 28, 32, 34, 37, 40, 41, 46, 48, 50, 51, 55, 63, 65, 73
13	1	dan	73	A	1, 7, 14, 15, 24, 26, 32, 37, 41, 50, 54, 71, 73
12	1	ja	59	A	0, 1, 4, 6, 14, 19, 28, 40, 41, 46, 48, 58
11	1	het	73	A	1, 7, 23, 32, 37, 40, 41, 48, 50, 55, 73
9	1	zitten	72	A	0, 1, 2, 14, 24, 26, 28, 55, 71
8	1	die	72	A	0, 24, 28, 34, 41, 48, 51, 71
7	1	dat	65	A	1, 15, 20, 46, 51, 63, 65
7	1	en	54	A	1, 2, 7, 34, 37, 51, 54
6	1	als	41	A	14, 24, 28, 37, 40, 54
6	1	de	65	A	1, 14, 37, 54, 55, 65
6	1	niet	59	A	15, 26, 30, 32, 55, 73
6	1	van	29	A	1, 2, 7, 14, 24, 29
5	1	een	29	A	1, 2, 7, 24, 29
5	1	wel	55	A	1, 40, 41, 50, 55
4	1	bij	58	A	14, 28, 65, 71
4	1	gewoon	18	A	48, 54, 55, 65
4	1	in	27	A	29, 40, 41, 55
4	1	maar	41	A	15, 24, 28, 55
4	1	naar	48	A	24, 48, 54, 71
4	1	reling	51	A	1, 7, 34, 51
3	1	bijzettafel	50	A	2, 34, 51
3	1	dezelfde	36	A	15, 26, 50
3	1	dus	49	A	0, 14, 48
3	1	echt	43	A	23, 48, 65
3	1	hebben	38	A	0, 28, 37
3	1	helemaal	42	A	14, 30, 55
3	1	midden	16	A	40, 41, 55
3	1	nee	42	A	32, 69, 73
3	1	oké	34	A	17, 23, 50
3	1	op	27	A	0, 24, 26
3	1	plek	27	A	0, 23, 26
3	1	weer	51	A	1, 34, 51
2	1	Linksboven	5	A	24, 28
2	1	aan	55	A	1, 55
2	1	deze	14	A	1, 14
2	1	er	27	A	2, 28
2	1	even	32	A	22, 53
2	1	ik	2	A	0, 1
2	1	lijn	32	A	24, 55
2	1	met	30	A	5, 34
2	1	middel	2	A	54, 55
2	1	nu	38	A	0, 37
2	1	ook	71	A	1, 71
2	1	raar	2	A	0, 1
2	1	rechtsonder	14	A	24, 37
2	1	zo'n	19	A	5, 23
2	1	één	19	A	28, 46

