Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	nee bij mij staan die echt	55	A	9, 63
4	5	nee bij mij staan die	58	A	9, 63, 65, 66
2	4	die staan bij mij	29	A	45, 73
2	4	ja ja ja ja	8	A	32, 39
2	4	net iets boven de	30	A	49, 78
2	4	rechts van het midden	43	A	21, 63
3	3	staan bij mij	55	A	19, 45, 73
2	3	een klein tikkelt	55	A	21, 75
2	3	en qua hoogte	27	A	23, 49
2	3	in het midden	23	A	23, 45
2	3	plankhouder of zo	17	A	16, 32
2	3	zeggen maar met	29	A	12, 40
8	2	bij mij	65	A	9, 19, 45, 61, 63, 65, 66, 73
6	2	zeggen maar	68	A	11, 12, 40, 49, 77, 78
3	2	die staan	33	A	45, 73, 77
3	2	een klein	58	A	21, 75, 78
3	2	in het	51	A	23, 45, 73
3	2	net iets	30	A	49, 77, 78
3	2	of zo	31	A	2, 16, 32
3	2	rechts van	43	A	21, 61, 63
3	2	van het	43	A	21, 47, 63
2	2	aan de	8	A	12, 19
2	2	bijna helemaal	4	A	75, 78
2	2	dat zijn	13	A	56, 68
2	2	de middellijn	11	A	49, 59
2	2	de rechterkant	57	A	19, 75
2	2	doen ja	16	A	17, 32
2	2	hij staan	60	A	19, 78
2	2	ik ik	6	A	11, 16
2	2	naar links	4	A	75, 78
2	2	soort bak	39	A	2, 40
2	2	van de	10	A	59, 68
16	1	ja	79	A	2, 4, 11, 16, 17, 25, 32, 34, 36, 39, 42, 52, 55, 63, 73, 80
12	1	de	68	A	11, 12, 16, 19, 37, 49, 59, 68, 70, 75, 77, 78
12	1	staan	77	A	2, 9, 11, 19, 40, 45, 63, 65, 66, 73, 77, 78
11	1	die	69	A	9, 11, 12, 30, 32, 45, 63, 65, 66, 73, 77
9	1	mij	65	A	9, 11, 19, 45, 61, 63, 65, 66, 73
8	1	en	77	A	2, 19, 23, 30, 40, 45, 49, 78
8	1	het	63	A	11, 21, 23, 40, 45, 47, 63, 73
7	1	van	57	A	12, 21, 47, 59, 61, 63, 68
6	1	een	58	A	21, 40, 68, 75, 77, 78
6	1	maar	68	A	11, 12, 40, 49, 77, 78
6	1	rechts	58	A	21, 61, 63, 66, 77, 78
5	1	iets	30	A	49, 59, 61, 77, 78
5	1	nee	75	A	9, 63, 65, 66, 83
5	1	of	69	A	2, 16, 32, 37, 70
4	1	bak	39	A	2, 11, 30, 40
4	1	dat	58	A	11, 16, 56, 68
4	1	ik	27	A	11, 16, 21, 37
4	1	in	55	A	23, 45, 73, 77
4	1	net	58	A	21, 49, 77, 78
4	1	plankhouder	23	A	12, 16, 32, 34
3	1	aan	64	A	12, 19, 75
3	1	als	58	A	11, 19, 68
3	1	helemaal	70	A	9, 75, 78
3	1	je	27	A	11, 19, 37
3	1	middellijn	20	A	49, 59, 68
3	1	naar	58	A	21, 75, 78
3	1	nog	42	A	37, 77, 78
3	1	qua	27	A	23, 45, 49
3	1	wel	13	A	66, 73, 78
3	1	zijn	29	A	40, 56, 68
3	1	zo'n	39	A	2, 11, 40
2	1	bakjeshouderplank	34	A	37, 70
2	1	daarvan	2	A	77, 78
2	1	gewoon	9	A	32, 40
2	1	jij	7	A	11, 17
2	1	noemen	17	A	16, 32
2	1	nou	6	A	70, 75
2	1	ongeveer	23	A	23, 45
2	1	twee	29	A	12, 40

