Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	5	ja bij mij staan die	66	83	1	B	9, 66, 74, 91
2	2	5	bij mij staan die helemaal	85	12	1	B	74, 85
2	2	5	en bij mij staan die	85	59	1	B	27, 85
9	3	4	bij mij staan die	9	85	1	A	7, 9, 27, 37, 39, 66, 74, 85, 91
5	1	4	ja bij mij staan	86	83	1	B	9, 66, 74, 86, 91
2	2	4	nee bij mij niet	77	19	1	B	59, 77
2	2	4	of aan de rechterkant	50	40	1	B	11, 50
2	2	4	van die blok die	45	12	1	A	34, 45
11	9	3	aan de rechterkant	11	75	1	A	0, 11, 34, 37, 50, 53, 56, 57, 64, 68, 74
7	2	3	ja bij mij	29	83	1	B	9, 29, 66, 72, 74, 86, 91
5	5	3	aan de linkerkant	33	71	1	B	13, 33, 45, 79, 83
4	4	3	die een met	45	63	2	A	17, 33, 45, 79
3	3	3	aan de achterkant	24	67	1	B	14, 24, 80
3	1	3	die blok die	45	22	2	A	24, 34, 45
3	3	3	en aan de	70	68	1	B	13, 70, 80
3	1	3	en bij mij	85	59	2	B	27, 49, 85
3	1	3	nee bij mij	77	39	2	B	39, 59, 77
2	2	3	aan de zijkant	80	18	1	A	63, 80
2	2	3	dan van die	87	43	1	B	45, 87
2	2	3	dan zo'n pin	85	73	1	B	13, 85
2	2	3	die vierkant die	87	76	1	B	12, 87
2	2	3	die worden steeds	65	2	1	A	64, 65
23	8	2	bij mij	7	86	1	B	6, 7, 9, 26, 27, 29, 36, 37, 39, 48, 49, 56, 57, 59, 61, 66, 72, 74, 77, 85, 86, 90, 91
21	6	2	aan de	11	84	1	A	0, 11, 13, 14, 24, 33, 34, 37, 45, 50, 53, 56, 57, 63, 64, 68, 70, 74, 79, 80, 83
12	12	2	en dan	85	84	10	B	4, 13, 27, 28, 47, 56, 68, 74, 79, 80, 85, 87
10	1	2	staan die	96	90	1	A	7, 9, 27, 37, 39, 66, 74, 85, 91, 96
6	6	2	groot worden	34	76	1	B	12, 34, 45, 50, 79, 87
5	5	2	dat zijn	26	43	2	B	6, 9, 26, 36, 48
5	1	2	die een	61	63	2	A	17, 33, 45, 61, 79
4	4	2	de middellijn	27	30	1	A	8, 27, 28, 37
4	2	2	de zijkant	80	79	3	A	2, 63, 75, 80
4	4	2	dezelfde plek	96	88	3	B	9, 43, 78, 96
