Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	het zijn een soort van	2	A	41, 42
2	5	vinden het een soort van	5	A	42, 46
3	4	hij staan bij mij	37	A	65, 68, 101
2	4	bij mij staan die	20	A	34, 53
2	4	die op dezelfde plek	9	A	98, 106
2	4	er bij mij nog	41	A	103, 143
2	4	het midden van de	35	A	68, 102
2	4	ik denken dat die	28	A	79, 106
2	4	in het midden van	35	A	68, 102
2	4	kunnen er geen veel	111	A	31, 141
2	4	mij staan die rechts	81	A	53, 133
2	4	niet op dezelfde plek	92	A	38, 129
3	3	aan de rechterkant	87	A	55, 137, 141
3	3	in het midden	49	A	54, 68, 102
2	3	aan de achterkant	36	A	13, 48
2	3	als je het	8	A	62, 69
2	3	dan staan die	32	A	98, 129
2	3	dat hebben ik	12	A	118, 129
2	3	dat zijn Numero	28	A	87, 114
2	3	en twee onder	48	A	57, 104
2	3	ik zien hem	8	A	12, 19
2	3	in twee delen	8	A	62, 69
2	3	nee bij mij	91	A	34, 124
2	3	zijn jou dienblad	2	A	39, 40
13	2	bij mij	120	A	24, 28, 30, 34, 53, 65, 68, 95, 101, 103, 120, 124, 143
7	2	aan de	129	A	13, 48, 55, 73, 101, 137, 141
6	2	staan die	100	A	34, 53, 98, 127, 129, 133
5	2	dezelfde plek	109	A	38, 98, 106, 129, 146
4	2	de rechterkant	87	A	55, 68, 137, 141
4	2	het zijn	22	A	21, 40, 41, 42
4	2	hij staan	37	A	65, 66, 68, 101
3	2	die rechts	104	A	30, 53, 133
3	2	in het	49	A	54, 68, 102
3	2	ja ja	69	A	18, 79, 86
3	2	jou dienblad	93	A	39, 40, 131
3	2	kunnen er	111	A	31, 103, 141
3	2	zijn Numero	94	A	21, 87, 114
2	2	Numero veertien	4	A	87, 90
2	2	dat plank	12	A	84, 95
2	2	de linkerkant	2	A	101, 102
2	2	en dan	12	A	13, 24
2	2	en twee	48	A	57, 104
2	2	het scherm	34	A	69, 102
2	2	ja ik	24	A	19, 42
2	2	met zo'n	31	A	13, 43
2	2	nog één	49	A	55, 103
2	2	oké dan	49	A	98, 146
2	2	plek staan	28	A	79, 106
2	2	rechts bovenin	5	A	30, 34
2	2	van het	8	A	95, 102
2	2	vrij bovenin	5	A	135, 139
2	2	zijn dat	2	A	83, 84
2	2	één boven	41	A	103, 143
27	1	ja	106	A	6, 8, 15, 16, 18, 19, 23, 27, 36, 37, 42, 45, 48, 51, 67, 71, 73, 75, 79, 86, 89, 92, 97, 102, 108, 110, 111
15	1	mij	120	A	24, 28, 30, 34, 41, 53, 65, 68, 95, 101, 103, 120, 124, 133, 143
14	1	het	143	A	4, 21, 36, 40, 41, 42, 46, 54, 62, 68, 69, 95, 102, 146
13	1	bij	120	A	24, 28, 30, 34, 53, 65, 68, 95, 101, 103, 120, 124, 143
13	1	die	104	A	30, 34, 53, 79, 84, 95, 98, 106, 108, 124, 127, 129, 133
13	1	staan	110	A	34, 53, 65, 66, 68, 79, 98, 101, 106, 127, 129, 133, 143
13	1	zijn	139	A	8, 21, 32, 39, 40, 41, 42, 83, 84, 87, 114, 124, 146
11	1	en	123	A	13, 24, 31, 57, 69, 84, 103, 104, 126, 127, 135
9	1	dat	51	A	79, 83, 84, 87, 95, 106, 114, 118, 129
9	1	de	129	A	13, 48, 55, 68, 73, 101, 102, 137, 141
8	1	ik	118	A	12, 19, 36, 42, 79, 106, 118, 129
7	1	in	96	A	42, 54, 62, 68, 69, 102, 137
6	1	bovenin	116	A	24, 30, 34, 127, 135, 139
6	1	dan	134	A	13, 24, 98, 116, 129, 146
6	1	er	113	A	31, 32, 55, 103, 141, 143
6	1	oké	137	A	10, 16, 59, 98, 106, 146
5	1	hij	37	A	65, 66, 68, 95, 101
5	1	nee	96	A	34, 41, 94, 124, 129
5	1	nog	140	A	4, 32, 55, 103, 143
5	1	op	122	A	8, 38, 98, 106, 129
5	1	rechts	104	A	30, 31, 34, 53, 133
4	1	boven	87	A	57, 103, 116, 143
4	1	een	33	A	41, 42, 46, 73
4	1	jou	93	A	39, 40, 99, 131
4	1	kunnen	111	A	31, 55, 103, 141
4	1	niet	109	A	38, 41, 129, 146
4	1	wel	112	A	32, 51, 118, 143
4	1	één	89	A	55, 73, 103, 143
3	1	helemaal	22	A	116, 127, 137
3	1	hem	105	A	12, 19, 116
3	1	je	55	A	62, 69, 116
3	1	met	72	A	13, 43, 84
3	1	naast	111	A	31, 55, 141
3	1	zitten	74	A	30, 42, 103
3	1	zo'n	36	A	13, 43, 48
2	1	Q	5	A	116, 120
2	1	al	53	A	83, 135
2	1	deze	2	A	40, 41
2	1	dus	61	A	69, 129
2	1	echt	35	A	34, 68
2	1	eens	80	A	4, 83
2	1	eigenlijk	72	A	31, 102
2	1	even	44	A	40, 83
2	1	klein	36	A	13, 48
2	1	maar	17	A	79, 95
2	1	ook	20	A	83, 102
2	1	plank	12	A	84, 95
2	1	zeggen	33	A	4, 36

