Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	ja dat hebben ik ook	20	A	18, 37
2	4	bij mij zitten die	69	A	26, 94
3	3	hebben ik ook	59	A	18, 37, 76
2	3	en als je	4	A	47, 50
2	3	ik denken dat	61	A	21, 81
2	3	ik hebben de	51	A	41, 91
2	3	ik zullen hem	4	A	57, 60
5	2	ik hebben	70	A	22, 41, 53, 73, 91
3	2	als je	40	A	47, 50, 86
3	2	bij mij	69	A	26, 85, 94
3	2	naar beneden	76	A	11, 47, 86
3	2	zitten die	69	A	26, 47, 94
2	2	denken ik	11	A	50, 60
2	2	dezelfde plek	61	A	21, 81
2	2	een half	36	A	60, 95
2	2	hebben die	24	A	53, 76
2	2	ik ik	76	A	6, 81
2	2	ik weten	44	A	13, 56
2	2	ja oké	78	A	11, 88
2	2	met die	8	A	76, 83
2	2	oké ja	9	A	3, 11
2	2	zeggen maar	85	A	1, 85
30	1	ja	97	A	1, 3, 5, 8, 9, 11, 16, 18, 19, 21, 30, 32, 33, 37, 39, 49, 56, 59, 64, 66, 67, 70, 72, 76, 78, 80, 88, 89, 95, 97
17	1	ik	89	A	3, 6, 13, 18, 21, 22, 37, 41, 50, 53, 56, 57, 60, 73, 76, 81, 91
11	1	hebben	74	A	18, 22, 37, 41, 47, 53, 73, 76, 81, 83, 91
10	1	die	94	A	1, 23, 26, 47, 53, 76, 81, 83, 86, 94
9	1	dat	81	A	6, 18, 21, 22, 34, 37, 81, 85, 86
7	1	zitten	74	A	21, 26, 45, 47, 56, 76, 94
5	1	de	51	A	41, 47, 60, 85, 91
5	1	een	90	A	6, 60, 85, 86, 95
5	1	en	86	A	9, 47, 50, 60, 94
5	1	maar	95	A	1, 26, 76, 85, 95
5	1	zullen	46	A	50, 57, 60, 86, 95
4	1	als	81	A	6, 47, 50, 86
4	1	dan	54	A	3, 21, 26, 56
4	1	er	95	A	1, 50, 53, 95
4	1	je	40	A	47, 50, 76, 86
4	1	oké	86	A	3, 11, 28, 88
4	1	ook	59	A	18, 26, 37, 76
3	1	dus	12	A	45, 53, 56
3	1	hem	17	A	57, 60, 73
3	1	links	51	A	45, 50, 95
3	1	nog	46	A	50, 76, 95
3	1	of	38	A	23, 50, 60
3	1	plek	63	A	21, 81, 83
3	1	van	14	A	47, 50, 60
3	1	weten	54	A	3, 13, 56
3	1	zijn	53	A	1, 34, 53
2	1	daaronder	3	A	47, 49
2	1	echt	38	A	49, 86
2	1	groot	24	A	53, 76
2	1	het	20	A	26, 45
2	1	kunnen	46	A	50, 95
2	1	naast	4	A	50, 53
2	1	nee	51	A	3, 53
2	1	niet	56	A	1, 56
2	1	onder	70	A	26, 95
2	1	onderin	50	A	45, 94
2	1	op	40	A	21, 60
2	1	precies	38	A	49, 86
2	1	stofzuiger	19	A	23, 41
2	1	stuk	46	A	50, 95
2	1	veger	6	A	86, 91
2	1	zien	80	A	6, 85
2	1	zo'n	3	A	9, 11
2	1	zoiets	8	A	62, 69
2	1	één	16	A	34, 49

