Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	aan de linkerkant een soort handvat	13	2	1	A	12, 13
2	2	6	hebben een rond aan de achterkant	31	23	1	B	9, 31
3	3	5	aan de achterkant en het	59	21	2	B	39, 54, 59
3	2	5	een rond aan de achterkant	11	23	1	B	9, 11, 31
2	2	5	rond aan de achterkant en	59	51	1	B	9, 59
5	1	4	aan de achterkant en	44	51	2	B	9, 39, 44, 54, 59
4	4	3	aan de onderkant	44	47	2	B	13, 19, 44, 59
3	3	3	waar die op	33	32	1	B	13, 33, 44
2	2	3	aan de rechterkant	62	53	1	B	10, 62
2	2	3	bij mij helemaal	56	38	1	B	19, 56
2	2	3	dan denken ik	24	2	1	A	23, 24
2	2	3	in de hoek	42	7	1	A	36, 42
2	2	3	in het midden	52	34	1	B	19, 52
2	2	3	met het rond	59	22	1	B	38, 59
2	2	3	staan bij mij	56	15	1	B	42, 56
12	2	2	aan de	39	54	2	B	9, 10, 11, 12, 13, 19, 31, 39, 44, 54, 59, 62
9	9	2	voor mij	36	27	1	B	35, 36, 41, 47, 48, 49, 53, 55, 61
8	5	2	bij mij	21	48	1	B	19, 21, 37, 42, 56, 57, 63, 66
8	8	2	en dan	19	53	1	A	12, 19, 32, 36, 48, 52, 62, 64
6	6	2	dat zijn	35	55	2	A	6, 26, 35, 47, 55, 60
5	2	2	die op	23	32	1	B	13, 23, 26, 33, 44
5	5	2	dit zijn	41	22	1	B	38, 41, 44, 54, 59
5	3	2	in het	36	43	1	B	19, 36, 48, 52, 61
4	3	2	een soort	13	22	1	A	12, 13, 32, 33
4	1	2	en het	59	51	3	B	9, 39, 54, 59
4	2	2	met het	59	22	3	B	38, 39, 54, 59
3	3	2	even kijken	11	30	1	B	9, 11, 38
2	1	2	hebben een	31	23	1	B	9, 31
2	2	2	ik moeten	55	48	1	B	8, 55
2	2	2	van het	36	19	1	B	18, 36
19	16	1	die	23	65	5	B	2, 10, 13, 17, 19, 23, 24, 26, 33, 37, 42, 44, 48, 49, 53, 59, 61, 63, 66
19	19	1	ja	14	59	2	B	7, 13, 14, 15, 17, 20, 24, 26, 27, 28, 29, 33, 34, 40, 43, 44, 46, 51, 65
18	6	1	en	12	57	2	B	8, 9, 12, 13, 17, 19, 32, 33, 36, 39, 42, 44, 48, 52, 54, 59, 62, 64
18	11	1	het	36	61	10	B	1, 4, 5, 8, 9, 13, 17, 18, 19, 24, 36, 38, 39, 48, 52, 54, 59, 61
17	6	1	de	11	54	2	B	9, 10, 11, 12, 13, 19, 25, 26, 31, 36, 39, 42, 44, 53, 54, 59, 62
16	5	1	zijn	6	57	1	B	4, 6, 8, 17, 22, 26, 35, 38, 41, 44, 47, 51, 54, 55, 59, 60
14	2	1	aan	11	55	3	B	8, 9, 10, 11, 12, 13, 19, 31, 39, 44, 53, 54, 59, 62
14	6	1	dan	12	57	1	B	8, 12, 17, 19, 22, 23, 24, 25, 32, 36, 48, 52, 62, 64
10	4	1	dat	35	55	3	A	6, 23, 26, 35, 39, 44, 47, 54, 55, 60
10	5	1	een	11	54	1	B	9, 11, 12, 13, 19, 24, 31, 32, 33, 62
8	4	1	ik	6	55	2	B	1, 5, 6, 8, 23, 24, 25, 55
8	8	1	nee	30	61	2	B	3, 4, 30, 37, 51, 53, 58, 63
8	3	1	op	23	51	2	B	9, 13, 23, 25, 26, 33, 44, 59
8	6	1	staan	23	39	1	B	19, 23, 24, 33, 42, 44, 56, 57
8	8	1	zitten	37	31	1	A	36, 37, 48, 49, 53, 61, 63, 66
6	6	1	dus	23	34	3	B	2, 5, 8, 23, 25, 35
6	6	1	oké	14	67	2	B	0, 5, 14, 22, 30, 66
6	1	1	rond	54	51	1	B	9, 11, 31, 38, 54, 59
5	2	1	even	18	47	1	B	9, 11, 18, 38, 55
5	2	1	met	44	22	2	B	38, 39, 44, 54, 59
5	5	1	rechts	50	5	1	B	49, 50, 51, 52, 53
5	1	1	soort	45	34	1	A	12, 13, 32, 33, 45
4	3	1	hebben	31	31	3	B	1, 5, 9, 31
4	2	1	van	36	24	3	B	13, 18, 19, 36
4	1	1	waar	33	37	2	B	8, 13, 33, 44
3	3	1	boven	48	43	1	B	10, 48, 52
3	1	1	handvat	32	21	1	A	12, 13, 32
3	1	1	helemaal	56	44	2	B	13, 19, 56
3	3	1	kunnen	33	28	1	B	17, 33, 44
3	3	1	lepel	39	23	1	A	32, 39, 54
3	3	1	lijn	26	30	1	B	24, 26, 53
3	1	1	midden	52	35	2	B	18, 19, 52
3	3	1	niet	6	51	1	B	1, 6, 51
3	3	1	om	33	47	1	B	13, 33, 59
3	3	1	ook	24	6	1	A	21, 24, 26
2	2	1	beetje	62	21	1	B	42, 62
2	2	1	echt	26	3	1	B	24, 26
2	2	1	hoog	64	3	1	A	62, 64
2	2	1	mooi	24	19	1	A	6, 24
2	2	1	te	59	47	1	B	13, 59

