Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	vis die zijn neus hebben stoten	32	B	8, 39
2	4	als je het midden	9	B	35, 43
2	4	die vis die zijn	17	B	39, 55
2	4	en dan staan die	37	B	22, 58
3	3	dan staan die	44	B	15, 22, 58
3	3	dit zijn die	40	B	16, 39, 55
2	3	je zeggen maar	23	B	22, 44
2	3	nog wel één	18	B	43, 60
2	3	van het scherm	16	B	43, 58
2	3	zeggen maar hier	23	B	22, 44
4	2	dat zijn	41	B	11, 31, 37, 51
4	2	het midden	24	B	35, 43, 46, 58
4	2	staan die	44	B	15, 22, 35, 58
3	2	als je	10	B	35, 43, 44
3	2	en dan	37	B	22, 24, 58
3	2	hebben stoten	48	B	8, 39, 55
3	2	kunnen er	18	B	43, 46, 60
3	2	zeggen maar	37	B	8, 22, 44
2	2	nog één	23	B	22, 44
2	2	onderin maar	22	B	22, 43
2	2	één onder	3	B	58, 60
9	1	die	51	B	8, 15, 16, 17, 22, 35, 39, 55, 58
6	1	dat	41	B	11, 16, 22, 31, 37, 51
6	1	ja	44	B	10, 15, 19, 20, 25, 53
5	1	hebben	48	B	8, 35, 39, 43, 55
5	1	kunnen	39	B	22, 43, 44, 46, 60
5	1	nog	39	B	22, 43, 44, 46, 60
5	1	staan	44	B	15, 22, 35, 43, 58
4	1	en	39	B	22, 24, 58, 60
4	1	wel	26	B	35, 43, 58, 60
3	1	een	12	B	6, 8, 17
3	1	er	18	B	43, 46, 60
3	1	van	53	B	6, 43, 58
2	1	aan	9	B	35, 43
2	1	daar	15	B	44, 58
2	1	de	22	B	22, 43
2	1	hier	23	B	22, 44
2	1	hij	22	B	22, 43
2	1	niet	16	B	22, 37
2	1	onder	3	B	58, 60
2	1	op	10	B	6, 15
2	1	rechts	37	B	22, 58
2	1	twee	3	B	44, 46

