Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	7	dan staan die niet op dezelfde plek	43	7	1	B	37, 43
2	2	5	staan die op dezelfde plek	50	33	1	A	18, 50
3	3	4	oké dan staan die	37	44	1	A	18, 37, 61
6	2	3	op dezelfde plek	18	50	1	B	12, 18, 37, 43, 50, 61
5	1	3	dan staan die	18	50	1	B	12, 18, 37, 43, 61
3	3	3	aan de zijkant	19	37	1	B	15, 19, 51
3	3	3	ja dat zijn	20	34	1	A	7, 20, 40
7	6	2	aan de	13	51	2	A	1, 3, 13, 15, 19, 21, 51
7	1	2	staan die	12	51	1	A	11, 12, 18, 37, 43, 50, 61
6	3	2	dat zijn	41	47	1	A	7, 20, 40, 41, 48, 53
4	4	2	bij mij	15	39	1	A	11, 15, 21, 49
4	4	2	met die	19	39	1	B	13, 19, 46, 51
4	1	2	oké dan	42	44	1	A	18, 37, 42, 61
3	3	2	die met	38	28	1	A	19, 38, 46
3	3	2	dit zijn	19	34	1	B	13, 19, 46
3	3	2	en die	19	9	1	B	13, 19, 21
3	3	2	ja oké	54	37	2	A	18, 43, 54
2	2	2	hebben die	38	16	1	A	23, 38
2	2	2	ja dan	14	3	1	B	12, 14
2	2	2	link onder	28	2	1	A	27, 28
2	2	2	maar daar	35	20	1	A	16, 35
2	2	2	zijn het	15	2	1	A	14, 15
30	22	1	ja	2	60	1	A	1, 2, 4, 5, 6, 7, 9, 12, 14, 16, 17, 18, 20, 21, 22, 24, 25, 26, 29, 34, 36, 40, 43, 47, 50, 52, 54, 56, 59, 60
19	8	1	die	12	61	2	A	1, 11, 12, 13, 15, 18, 19, 21, 23, 33, 37, 38, 43, 46, 49, 50, 51, 54, 61
13	8	1	oké	18	55	2	B	8, 15, 18, 32, 37, 38, 42, 43, 45, 51, 54, 61, 62
13	4	1	zijn	10	49	1	A	7, 10, 13, 14, 15, 19, 20, 40, 41, 46, 48, 53, 55
12	7	1	de	13	51	3	A	1, 3, 7, 13, 15, 16, 19, 21, 38, 41, 44, 51
12	9	1	en	13	57	3	A	1, 3, 11, 13, 19, 21, 23, 27, 39, 46, 51, 57
10	3	1	staan	21	51	1	A	11, 12, 18, 21, 37, 43, 49, 50, 57, 61
9	2	1	dan	23	50	1	B	12, 14, 18, 23, 27, 37, 42, 43, 61
8	3	1	dat	15	47	1	A	7, 15, 20, 40, 41, 46, 48, 53
8	6	1	het	11	50	2	B	5, 10, 11, 14, 15, 21, 23, 54
7	2	1	met	13	51	2	A	1, 7, 13, 19, 38, 46, 51
7	1	1	op	18	57	2	B	5, 12, 18, 37, 43, 50, 61
6	4	1	daar	35	42	3	A	16, 23, 27, 35, 55, 57
6	6	1	een	5	11	3	A	0, 1, 3, 5, 7, 10
5	5	1	driehoek	13	52	2	A	0, 7, 13, 38, 51
5	5	1	in	13	54	1	A	1, 13, 16, 23, 54
5	1	1	mij	41	39	1	A	11, 15, 21, 41, 49
5	5	1	rechts	30	42	1	A	16, 30, 35, 55, 57
4	3	1	hebben	38	52	2	A	0, 23, 38, 51
4	2	1	link	28	16	2	A	16, 27, 28, 31
3	3	1	boven	33	40	1	A	16, 33, 55
3	3	1	dus	33	18	2	A	16, 23, 33
3	3	1	er	13	57	1	A	1, 13, 57
3	3	1	klein	39	46	1	A	1, 39, 46
3	1	1	niet	37	28	1	A	16, 37, 43
3	3	1	nog	58	56	2	A	3, 27, 58
3	1	1	onder	30	4	1	A	27, 28, 30
3	3	1	tent	19	42	1	B	5, 19, 46
3	3	1	van	44	38	1	A	21, 44, 58
2	2	1	erin	39	39	1	A	1, 39
2	2	1	ook	12	10	1	A	3, 12
2	2	1	rechtsboven	55	33	1	A	23, 55
2	2	1	wel	61	7	1	B	55, 61

