Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	richting de horizontaal middellijn	38	17	1	B	37, 38, 53
2	2	4	hij staan bij mij	50	18	1	A	33, 50
5	5	3	aan de linkerkant	43	38	2	A	16, 38, 43, 50, 53
4	4	3	aan de rechterkant	44	72	1	A	16, 44, 51, 87
4	4	3	ja dat zijn	40	73	1	A	9, 40, 59, 81
3	3	3	een soort van	66	45	2	A	22, 29, 66
3	3	3	van het scherm	76	27	2	B	50, 53, 76
2	2	3	dat zijn nummer	59	57	1	A	3, 59
2	2	3	rechterkant van het	76	72	1	B	5, 76
2	2	3	zeggen maar een	26	7	1	B	20, 26
11	3	2	aan de	16	84	1	B	4, 16, 38, 43, 44, 50, 51, 53, 71, 76, 87
10	10	2	en dan	6	81	1	B	5, 6, 20, 21, 44, 53, 62, 66, 76, 85
8	6	2	bij mij	33	78	2	B	4, 31, 33, 40, 50, 59, 71, 81
7	2	2	dat zijn	31	79	2	A	3, 9, 31, 40, 55, 59, 81
7	4	2	een soort	22	67	1	B	0, 22, 29, 42, 43, 65, 66
6	3	2	de horizontaal	50	50	1	B	37, 38, 50, 53, 72, 86
5	1	2	de rechterkant	76	72	1	A	16, 44, 51, 76, 87
5	1	2	ja dat	44	73	1	A	9, 40, 44, 59, 81
5	2	2	richting de	42	40	1	B	37, 38, 42, 53, 76
5	2	2	soort van	66	53	4	A	14, 22, 24, 29, 66
4	4	2	als je	19	30	1	B	4, 19, 26, 33
4	4	2	een beetje	42	62	2	A	24, 26, 42, 85
4	1	2	het scherm	50	36	1	A	41, 50, 53, 76
4	4	2	horizontaal lijn	87	38	3	B	50, 72, 86, 87
4	4	2	ik hebben	10	65	1	B	0, 10, 42, 64
4	4	2	in het	34	81	1	B	4, 34, 61, 84
3	3	2	en één	14	26	1	B	1, 14, 26
3	1	2	hij staan	87	55	1	A	33, 50, 87
3	3	2	met een	78	78	2	B	1, 64, 78
3	1	2	rechterkant van	87	83	1	B	5, 76, 87
2	2	2	de middellijn	63	2	1	A	62, 63
2	2	2	een een	20	5	1	A	16, 20
2	2	2	en de	63	2	1	A	62, 63
2	2	2	hebben de	52	43	1	A	10, 52
2	2	2	het zijn	42	21	1	A	22, 42
2	2	2	ik dat	31	21	1	A	11, 31
2	2	2	op die	86	61	1	A	26, 86
2	2	2	richting het	41	37	1	B	5, 41
2	2	2	van de	87	68	1	B	20, 87
38	33	1	ja	2	88	1	B	1, 2, 7, 8, 9, 11, 13, 15, 18, 22, 23, 27, 28, 30, 32, 35, 37, 38, 39, 40, 44, 46, 47, 54, 59, 66, 68, 69, 70, 73, 74, 75, 77, 79, 81, 82, 86, 88
32	21	1	en	6	87	3	B	1, 4, 5, 6, 14, 16, 17, 20, 21, 24, 26, 29, 33, 36, 38, 44, 50, 53, 58, 61, 62, 63, 65, 66, 67, 71, 74, 76, 78, 84, 85, 87
24	6	1	de	6	88	2	B	0, 4, 6, 10, 16, 20, 21, 37, 38, 42, 43, 44, 50, 51, 52, 53, 62, 63, 71, 72, 76, 78, 86, 87
18	7	1	een	16	86	2	B	0, 1, 16, 20, 21, 22, 24, 26, 29, 42, 43, 44, 58, 64, 65, 66, 78, 85
15	6	1	zijn	31	79	5	A	3, 9, 22, 26, 29, 31, 40, 42, 45, 49, 55, 57, 59, 78, 81
14	5	1	dan	6	86	2	B	0, 5, 6, 20, 21, 31, 43, 44, 53, 62, 66, 71, 76, 85
14	6	1	dat	31	79	4	A	3, 6, 9, 11, 31, 40, 44, 45, 49, 55, 57, 59, 66, 81
14	13	1	die	26	84	2	B	4, 20, 26, 29, 33, 45, 47, 53, 61, 71, 78, 84, 86, 87
12	1	1	aan	62	84	1	B	4, 16, 38, 43, 44, 50, 51, 53, 62, 71, 76, 87
11	2	1	het	22	81	2	B	4, 5, 22, 34, 41, 42, 50, 53, 61, 76, 84
10	7	1	in	24	85	5	B	0, 4, 17, 20, 21, 24, 34, 61, 71, 84
9	1	1	bij	72	78	2	B	4, 31, 33, 40, 50, 59, 71, 72, 81
8	3	1	hebben	11	65	1	B	0, 10, 11, 26, 42, 43, 52, 64
8	1	1	richting	85	81	2	B	5, 37, 38, 41, 42, 53, 76, 85
8	5	1	staan	33	84	1	B	4, 33, 50, 53, 71, 81, 84, 87
8	8	1	veel	14	85	2	B	1, 5, 14, 37, 42, 50, 58, 85
7	1	1	ik	51	65	1	B	0, 10, 11, 31, 42, 51, 64
7	3	1	je	24	49	1	B	4, 19, 24, 26, 33, 43, 52
7	4	1	met	10	79	2	B	0, 1, 10, 14, 45, 64, 78
7	5	1	op	22	67	1	B	20, 22, 24, 26, 78, 80, 86
7	7	1	twee	10	51	1	B	1, 10, 14, 17, 19, 26, 51
6	5	1	maar	20	76	1	A	11, 20, 26, 50, 85, 86
5	3	1	lijn	62	38	1	B	50, 62, 72, 86, 87
5	3	1	nummer	31	68	1	A	3, 31, 49, 59, 70
5	5	1	rond	64	51	4	A	14, 16, 24, 58, 64
5	1	1	scherm	41	72	1	B	5, 41, 50, 53, 76
5	5	1	zitten	20	52	1	A	16, 20, 42, 61, 67
5	4	1	één	12	57	1	B	1, 12, 14, 26, 57
4	4	1	linksonder	66	50	2	A	36, 61, 66, 85
4	4	1	nog	51	81	1	A	6, 51, 67, 86
4	4	1	of	37	60	2	A	6, 26, 37, 65
4	4	1	vlak	33	65	1	B	20, 33, 34, 84
3	3	1	boven	87	87	2	B	1, 44, 87
