Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	zitten aan de linkerkant	31	A	17, 47
3	3	dan zijn het	22	A	30, 50, 51
2	3	zijn de olifant	35	A	11, 45
4	2	zijn het	22	A	30, 37, 50, 51
3	2	dit zijn	24	A	33, 45, 56
3	2	even kijken	53	A	1, 6, 53
2	2	dat zijn	8	A	4, 11
2	2	die zitten	12	A	36, 47
2	2	en dan	2	A	36, 37
2	2	en die	46	A	2, 47
2	2	haak onder	2	A	3, 4
2	2	hebben je	13	A	36, 48
2	2	het niet	45	A	7, 51
13	1	ja	53	A	1, 11, 17, 22, 25, 26, 27, 29, 32, 41, 42, 44, 53
12	1	zijn	56	A	1, 4, 7, 11, 30, 33, 37, 45, 50, 51, 53, 56
8	1	de	44	A	4, 11, 17, 22, 36, 37, 45, 47
8	1	die	53	A	1, 2, 9, 20, 33, 36, 47, 53
7	1	het	46	A	6, 7, 18, 30, 37, 50, 51
7	1	niet	46	A	6, 7, 17, 20, 24, 50, 51
6	1	dan	32	A	20, 30, 36, 37, 50, 51
6	1	hebben	47	A	2, 6, 9, 17, 36, 48
5	1	zitten	47	A	1, 17, 20, 36, 47
4	1	dit	56	A	1, 33, 45, 56
4	1	olifant	43	A	11, 33, 45, 53
3	1	dat	14	A	4, 11, 17
3	1	een	32	A	2, 4, 33
3	1	er	48	A	1, 7, 48
3	1	haak	4	A	1, 3, 4
3	1	ik	12	A	6, 7, 17
3	1	onder	16	A	3, 4, 18
3	1	op	16	A	18, 20, 33
3	1	van	9	A	1, 7, 9
3	1	zo	26	A	1, 22, 26
2	1	hetzelfde	46	A	6, 51
2	1	hij	9	A	9, 17
2	1	links	12	A	37, 48
2	1	met	6	A	4, 9
2	1	nee	6	A	50, 55
2	1	of	19	A	6, 24
2	1	oké	10	A	11, 20
2	1	ook	22	A	1, 22
2	1	over	13	A	6, 18
2	1	stok	21	A	2, 22
2	1	twee	37	A	1, 37
2	1	weten	6	A	6, 11
2	1	zo'n	6	A	4, 9
2	1	één	46	A	3, 48

