Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	5	nee hij staan bij mij	70	28	1	A	44, 70, 71
2	2	4	een stuk naar rechts	78	51	1	A	28, 78
2	2	4	twee heel klein cilindertjes	6	2	1	B	5, 6
3	1	3	een stuk naar	52	51	1	A	28, 52, 78
2	2	3	accent naar rechts	82	2	1	B	81, 82
2	2	3	beetje naar rechts	16	2	1	A	15, 16
2	2	3	dan weten ik	11	12	1	B	0, 11
2	2	3	de olifant met	58	10	1	A	49, 58
2	2	3	dit zijn die	38	21	1	A	18, 38
2	2	3	ja dat kloppen	66	37	1	B	30, 66
2	2	3	met de arm	49	2	1	B	48, 49
9	3	2	naar rechts	15	69	1	B	14, 15, 16, 28, 55, 78, 79, 81, 82
6	3	2	bij mij	64	33	1	A	44, 64, 70, 71, 75, 76
4	2	2	de olifant	48	12	1	A	47, 48, 49, 58
4	1	2	hij staan	70	46	2	A	26, 44, 70, 71
4	4	2	ja ja	55	81	2	B	0, 25, 55, 80
4	1	2	nee hij	44	70	1	B	2, 44, 70, 71
4	4	2	zeggen maar	19	45	1	B	4, 19, 29, 48
3	3	2	dat zijn	33	53	1	B	25, 33, 77
3	1	2	dit zijn	58	41	1	A	18, 38, 58
3	3	2	even kijken	70	53	2	A	18, 60, 70
3	1	2	heel klein	53	49	1	B	5, 6, 53
3	1	2	ja dat	66	42	2	B	25, 30, 66
3	1	2	olifant met	58	41	2	A	18, 49, 58
3	3	2	rechts ja	56	28	1	A	55, 56, 82
3	3	2	staan helemaal	26	31	1	B	13, 26, 43
3	1	2	zijn die	62	45	1	A	18, 38, 62
2	2	2	een beetje	16	9	1	A	8, 16
2	2	2	ja dan	56	40	1	A	17, 56
2	2	2	maar een	8	5	1	B	4, 8
2	2	2	midden boven	78	4	1	A	75, 78
2	2	2	midden rechts	70	42	1	A	29, 70
2	2	2	naar links	53	2	1	B	52, 53
2	2	2	olifan met	74	2	1	A	73, 74
2	2	2	staan die	64	48	1	A	17, 64
2	2	2	tik naar	79	27	1	A	53, 79
2	2	2	vierkant ding	9	2	1	A	8, 9
25	18	1	ja	3	83	2	B	0, 2, 3, 8, 9, 10, 11, 17, 19, 22, 25, 27, 30, 39, 40, 49, 55, 56, 57, 59, 65, 66, 76, 80, 82
18	18	1	en	8	75	2	B	4, 5, 8, 13, 14, 18, 21, 23, 24, 26, 28, 42, 43, 52, 61, 69, 70, 78
15	3	1	rechts	18	69	1	B	14, 15, 16, 18, 28, 29, 54, 55, 56, 64, 70, 78, 79, 81, 82
12	12	1	het	11	62	2	B	0, 4, 11, 12, 14, 20, 34, 39, 42, 56, 58, 61
11	8	1	dan	11	79	3	B	0, 4, 5, 11, 14, 17, 36, 52, 56, 70, 78
11	6	1	een	8	80	2	B	0, 4, 8, 9, 16, 28, 38, 52, 74, 78, 79
11	4	1	zijn	25	70	4	A	8, 11, 12, 18, 25, 33, 38, 56, 58, 62, 77
9	1	1	staan	17	67	2	B	5, 13, 17, 26, 43, 44, 64, 70, 71
8	3	1	maar	8	79	2	B	0, 4, 8, 19, 29, 36, 48, 78
7	3	1	die	17	61	1	B	4, 17, 18, 19, 38, 62, 64
7	5	1	ik	29	64	1	B	0, 11, 29, 34, 36, 54, 63
7	1	1	met	38	57	1	A	18, 38, 48, 49, 58, 73, 74
7	1	1	mij	44	77	1	B	0, 44, 64, 70, 71, 75, 76
7	3	1	nee	33	70	2	B	2, 32, 33, 44, 45, 70, 71
6	6	1	armp	73	71	4	B	4, 20, 42, 58, 73, 74
6	1	1	dat	25	60	1	A	18, 25, 30, 33, 66, 77
6	2	1	de	47	57	2	B	2, 38, 47, 48, 49, 58
6	2	1	midden	29	65	1	B	14, 29, 51, 70, 75, 78
6	4	1	twee	5	39	1	A	1, 5, 6, 21, 23, 39
5	2	1	helemaal	13	44	1	A	8, 13, 26, 43, 51
5	2	1	zeggen	29	45	1	B	4, 19, 29, 34, 48
5	5	1	zo	18	55	1	B	4, 18, 20, 48, 58
4	2	1	boven	39	53	1	A	26, 39, 75, 78
4	1	1	dit	18	46	1	B	13, 18, 38, 58
4	1	1	even	48	53	1	A	18, 48, 60, 70
4	1	1	heel	64	60	1	B	5, 6, 53, 64
4	4	1	je	34	36	1	B	20, 34, 36, 55
4	4	1	niet	8	64	1	B	0, 8, 35, 63
3	1	1	beetje	16	9	2	A	8, 15, 16
3	1	1	cilindertjes	39	35	1	B	5, 6, 39
3	3	1	geel	46	42	1	B	31, 46, 72
3	3	1	hebben	18	54	1	B	2, 18, 55
3	1	1	kloppen	66	37	2	B	30, 56, 66
3	1	1	links	53	11	2	B	43, 52, 53
3	1	1	olifan	73	75	1	B	0, 73, 74
3	3	1	ook	52	69	1	A	8, 52, 76
3	3	1	op	17	36	1	B	4, 17, 39
3	3	1	slurf	18	37	1	B	2, 18, 38
3	1	1	vierkant	61	54	1	A	8, 9, 61
3	1	1	weten	36	37	1	B	0, 11, 36
3	3	1	zitten	9	68	1	A	8, 9, 75
2	2	1	bovenop	6	2	1	B	5, 6
2	2	1	dus	72	17	1	B	56, 72
2	2	1	er	9	2	1	A	8, 9
2	2	1	erdoorheen	61	51	1	A	11, 61
2	2	1	iets	70	2	1	A	69, 70
2	2	1	nou	68	61	1	A	8, 68
2	2	1	uit	35	34	1	B	2, 35
2	2	1	zien	63	44	1	B	20, 63
2	2	1	zullen	29	10	1	B	20, 29

