Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	dan staan die niet op dezelfde plek	3	B	30, 32
3	4	niet op dezelfde plek	12	B	30, 32, 41
2	4	oké dan staan die	12	B	30, 41
4	3	er kunnen er	40	B	28, 39, 58, 67
2	3	dit zijn die	14	B	42, 55
2	3	naast aan de	8	B	32, 39
4	2	bij mij	48	B	28, 32, 58, 75
4	2	staan die	25	B	30, 32, 41, 54
3	2	in het	30	B	47, 58, 76
2	2	dat zijn	8	B	21, 28
2	2	de zuignap	18	B	55, 72
2	2	en dan	19	B	58, 76
2	2	het midden	30	B	47, 76
2	2	hij staan	8	B	47, 54
2	2	nog één	40	B	28, 67
2	2	van rechts	5	B	28, 32
2	2	zitten die	41	B	35, 75
2	2	één naast	12	B	28, 39
17	1	ja	70	B	7, 9, 12, 14, 15, 17, 19, 26, 34, 35, 38, 51, 58, 62, 66, 70, 76
10	1	die	61	B	15, 30, 32, 35, 41, 42, 45, 54, 55, 75
6	1	dan	49	B	28, 30, 32, 41, 58, 76
6	1	ik	47	B	12, 15, 17, 19, 42, 58
5	1	dat	30	B	15, 17, 21, 28, 44
5	1	de	41	B	32, 39, 55, 58, 72
5	1	er	40	B	28, 32, 39, 58, 67
5	1	maar	60	B	17, 28, 39, 58, 76
5	1	staan	25	B	30, 32, 41, 47, 54
5	1	zijn	41	B	15, 21, 28, 42, 55
4	1	aan	44	B	15, 32, 39, 58
4	1	een	56	B	3, 5, 42, 58
4	1	het	62	B	15, 47, 58, 76
4	1	hij	17	B	42, 47, 54, 58
4	1	in	49	B	28, 47, 58, 76
4	1	niet	47	B	30, 32, 41, 76
4	1	nog	40	B	28, 39, 58, 67
4	1	oké	23	B	19, 30, 32, 41
4	1	op	12	B	30, 32, 35, 41
4	1	zuignap	29	B	44, 45, 55, 72
3	1	en	19	B	58, 67, 76
3	1	met	53	B	3, 44, 55
3	1	nee	25	B	54, 64, 78
3	1	ongeveer	30	B	47, 67, 76
3	1	van	49	B	28, 32, 76
3	1	zeggen	40	B	3, 28, 42
3	1	zitten	41	B	35, 58, 75
2	1	F	43	B	21, 63
2	1	denken	42	B	17, 58
2	1	hem	5	B	15, 19
2	1	je	10	B	3, 12
2	1	links	19	B	58, 76
2	1	onder	10	B	58, 67
2	1	veel	45	B	32, 76
2	1	wel	21	B	34, 54
2	1	zien	14	B	15, 28
2	1	zo	19	B	58, 76

