Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	aan de rechterkant	35	20	1	A	30, 35, 49
3	3	3	in het midden	65	41	2	A	25, 33, 65
2	2	3	de verticaal lijn	65	14	1	A	52, 65
2	2	3	en aan het	30	15	1	B	16, 30
2	2	3	met een soort	60	58	1	A	3, 60
2	2	3	mij zijn dat	50	26	1	A	25, 50
2	2	3	wel tegen die	56	3	1	B	54, 56
10	7	2	aan de	21	51	2	A	3, 5, 21, 29, 30, 35, 38, 46, 49, 53
7	7	2	dat zijn	19	62	2	B	10, 14, 19, 31, 40, 53, 71
5	3	2	aan het	6	28	2	A	3, 5, 6, 16, 30
5	3	2	en aan	16	47	1	A	3, 16, 29, 30, 49
4	4	2	een klein	28	22	1	B	17, 28, 36, 38
4	4	2	een plat	49	46	2	B	16, 35, 49, 61
4	4	2	een rond	37	45	2	A	3, 29, 37, 47
4	4	2	en dan	33	37	1	B	17, 33, 38, 53
4	2	2	verticaal lijn	57	14	2	A	52, 56, 57, 65
3	3	2	als je	22	39	1	A	5, 22, 43
3	1	2	de verticaal	52	24	1	B	42, 52, 65
3	3	2	door een	36	19	1	A	29, 36, 47
3	1	2	een soort	60	59	2	A	2, 3, 60
3	1	2	in het	65	41	2	A	25, 33, 65
3	3	2	lijn aan	54	24	1	A	33, 54, 56
3	2	2	met een	35	58	1	A	3, 35, 60
3	3	2	tegen de	68	36	2	A	33, 67, 68
2	2	2	de horizontaal	41	9	1	A	33, 41
2	2	2	die echt	54	30	1	A	25, 54
2	2	2	maar dat	53	38	1	B	16, 53
2	2	2	op de	52	42	1	B	11, 52
2	2	2	staan die	41	17	1	A	25, 41
2	1	2	tegen die	56	3	1	B	54, 56
21	3	1	de	23	66	2	A	3, 5, 11, 21, 23, 28, 29, 30, 31, 33, 35, 38, 41, 42, 46, 49, 52, 53, 65, 67, 68
18	18	1	ja	12	56	4	B	7, 8, 10, 11, 12, 18, 27, 31, 32, 34, 39, 48, 54, 55, 56, 57, 58, 62
16	1	1	aan	67	65	2	A	3, 5, 6, 16, 21, 29, 30, 33, 35, 38, 46, 49, 53, 54, 56, 67
16	8	1	en	4	59	1	A	3, 4, 13, 16, 17, 21, 29, 30, 33, 38, 41, 49, 52, 53, 54, 61
15	2	1	een	29	60	2	A	2, 3, 16, 17, 28, 29, 35, 36, 37, 38, 46, 47, 49, 60, 61
13	3	1	dat	38	62	3	B	10, 14, 16, 19, 25, 31, 38, 40, 50, 53, 61, 65, 71
13	7	1	het	4	64	2	A	2, 3, 4, 5, 6, 9, 15, 16, 25, 30, 33, 45, 65
13	4	1	zijn	10	70	2	A	2, 9, 10, 13, 14, 19, 25, 28, 31, 40, 50, 53, 71
12	8	1	dan	14	53	1	A	9, 14, 16, 17, 21, 23, 31, 33, 38, 41, 53, 61
11	7	1	die	25	48	3	B	21, 22, 23, 25, 29, 33, 41, 47, 54, 56, 68
11	11	1	zitten	4	52	1	A	3, 4, 16, 21, 23, 29, 30, 46, 49, 52, 54
7	7	1	bij	53	44	6	B	10, 14, 21, 41, 42, 50, 53
7	7	1	van	16	64	2	A	2, 3, 16, 23, 30, 41, 65
6	6	1	ik	10	60	1	A	1, 10, 15, 31, 35, 60
6	4	1	mij	25	41	3	B	10, 14, 21, 25, 41, 50
6	2	1	rond	37	47	3	A	3, 29, 30, 37, 47, 49
6	1	1	verticaal	42	37	1	A	29, 42, 52, 56, 57, 65
5	2	1	als	22	57	2	A	5, 9, 22, 43, 61
5	2	1	in	25	44	2	B	22, 23, 25, 33, 65
5	3	1	maar	16	49	2	A	5, 9, 16, 22, 53
5	5	1	nummer	19	54	1	B	10, 19, 40, 50, 63
5	1	1	plat	30	46	1	B	16, 30, 35, 49, 61
5	3	1	staan	41	40	2	A	25, 33, 41, 44, 64
5	5	1	voorkant	6	44	2	A	3, 5, 6, 29, 46
4	4	1	balk	29	46	1	B	16, 29, 38, 61
4	4	1	hebben	15	60	1	A	1, 15, 35, 60
4	1	1	je	11	39	1	A	5, 11, 22, 43
4	1	1	klein	38	22	1	B	17, 28, 36, 38
4	4	1	nog	53	50	2	B	17, 22, 53, 66
4	4	1	oké	24	57	1	B	14, 24, 51, 70
4	1	1	soort	60	59	3	A	2, 3, 30, 60
4	4	1	uit	28	45	1	B	17, 28, 45, 61
4	2	1	wel	54	14	1	A	53, 54, 56, 66
3	3	1	dus	43	30	1	A	25, 43, 54
3	1	1	echt	25	51	1	B	4, 25, 54
3	3	1	hij	64	16	1	A	52, 64, 67
3	1	1	horizontaal	46	14	1	A	33, 41, 46
3	3	1	nee	69	65	2	A	5, 44, 69
3	3	1	opsteken	28	29	1	B	17, 28, 45
3	3	1	zullen	53	45	1	B	22, 53, 66
2	2	1	krap	54	2	1	A	53, 54
2	2	1	kunnen	66	14	1	A	53, 66
2	2	1	lijken	16	15	1	A	2, 16
2	2	1	precies	13	4	1	B	10, 13
2	2	1	schotel	4	2	1	A	3, 4

