Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat hebben ik ook	43	A	39, 81
2	4	hij zitten bij mij	76	A	20, 95
2	4	ik hebben de kip	44	A	49, 92
4	3	hebben ik ook	104	A	39, 81, 102, 142
2	3	bij mij staan	7	A	52, 58
2	3	dat zijn nummer	59	A	69, 127
2	3	die ruiten hebben	3	A	82, 84
2	3	heel klein beetje	3	A	42, 44
2	3	ik denken dat	88	A	46, 133
2	3	ik hebben hem	17	A	71, 87
2	3	ja hij zitten	9	A	130, 138
2	3	niet helemaal links	5	A	54, 58
7	2	dat zijn	121	A	7, 33, 69, 105, 107, 108, 127
6	2	hij zitten	119	A	20, 22, 95, 98, 130, 138
6	2	ja ja	110	A	31, 105, 113, 118, 120, 140
5	2	hebben ik	104	A	39, 81, 84, 102, 142
5	2	ik hebben	44	A	49, 61, 71, 87, 92
3	2	denken ik	60	A	37, 44, 96
3	2	die die	90	A	22, 108, 111
3	2	ja dat	33	A	7, 33, 39
3	2	ja oké	60	A	22, 66, 81
3	2	of niet	59	A	20, 37, 78
2	2	aan de	35	A	7, 41
2	2	dat die	60	A	46, 105
2	2	die twee	102	A	7, 108
2	2	hebben dat	55	A	7, 61
2	2	heel iets	59	A	42, 100
2	2	heel tijd	91	A	20, 110
2	2	hij hebben	4	A	4, 7
2	2	ik het	104	A	7, 110
2	2	ik zien	6	A	105, 110
2	2	ja die	48	A	64, 111
2	2	ja er	42	A	55, 96
2	2	ja ik	45	A	61, 105
2	2	oké dat	47	A	81, 127
2	2	zelfde plek	88	A	46, 133
2	2	zien ik	99	A	12, 110
2	2	zijn dat	3	A	105, 107
42	1	ja	141	A	1, 3, 7, 15, 18, 22, 24, 31, 33, 39, 40, 44, 48, 55, 57, 60, 61, 64, 66, 68, 80, 81, 86, 91, 96, 98, 102, 103, 105, 110, 111, 113, 118, 120, 122, 124, 126, 130, 132, 138, 140, 141
21	1	ik	136	A	7, 12, 36, 37, 39, 44, 46, 49, 61, 71, 81, 84, 87, 92, 96, 102, 105, 110, 130, 133, 142
15	1	hebben	143	A	0, 4, 7, 22, 39, 49, 61, 71, 81, 82, 84, 87, 92, 102, 142
14	1	dat	127	A	7, 12, 33, 39, 46, 61, 69, 81, 105, 107, 108, 111, 127, 133
13	1	die	111	A	6, 7, 22, 46, 52, 61, 64, 82, 84, 105, 108, 111, 116
9	1	oké	106	A	22, 29, 46, 66, 74, 81, 90, 111, 127
9	1	zijn	128	A	6, 7, 33, 69, 105, 107, 108, 127, 133
6	1	de	86	A	7, 20, 31, 41, 49, 92
6	1	denken	97	A	37, 41, 44, 46, 96, 133
6	1	een	106	A	3, 4, 9, 96, 105, 108
6	1	er	61	A	36, 55, 58, 61, 64, 96
6	1	iets	76	A	25, 41, 42, 58, 64, 100
6	1	niet	67	A	12, 20, 37, 54, 58, 78
6	1	ook	139	A	4, 36, 39, 81, 102, 142
5	1	en	59	A	3, 7, 36, 41, 61
5	1	het	127	A	7, 20, 22, 110, 133
5	1	links	65	A	7, 25, 54, 58, 71
5	1	maar	58	A	1, 7, 25, 54, 58
5	1	staan	36	A	52, 58, 61, 84, 87
4	1	echt	119	A	12, 87, 98, 130
4	1	kip	102	A	9, 49, 92, 110
4	1	nog	49	A	13, 36, 41, 61
4	1	of	72	A	7, 20, 37, 78
4	1	twee	102	A	7, 33, 78, 108
3	1	dan	39	A	3, 25, 41
3	1	onder	94	A	3, 36, 96
3	1	zo	128	A	3, 96, 130
2	1	als	10	A	0, 9
2	1	bijna	20	A	111, 130
2	1	eigenlijk	92	A	7, 98
2	1	eronder	40	A	61, 100
2	1	hetzelfde	63	A	20, 82
2	1	hoofd	8	A	0, 7
2	1	je	24	A	82, 105
2	1	net	75	A	22, 96
2	1	neus	102	A	4, 105
2	1	van	105	A	7, 111
2	1	vleugel	10	A	107, 116
2	1	wat	56	A	6, 61
2	1	we	61	A	22, 82
2	1	zeggen	130	A	1, 130
2	1	zo'n	2	A	0, 1
2	1	één	6	A	36, 41

