Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	5	dit zijn die met het	43	10	1	B	38, 43, 47
2	2	4	link van het midden	49	39	1	A	11, 49
4	4	3	aan de linkerkant	21	31	2	A	4, 14, 21, 34
3	3	3	en hij staan	33	22	1	B	24, 33, 45
3	1	3	van het midden	49	39	2	A	11, 45, 49
2	2	3	aan de rechterkant	21	19	1	A	3, 21
2	2	3	en het minne	43	24	1	B	20, 43
2	2	3	het midden en	49	39	1	A	11, 49
9	4	2	aan de	21	34	5	A	2, 3, 4, 5, 14, 21, 30, 34, 35
7	7	2	en dan	21	41	2	A	5, 11, 21, 25, 26, 40, 45
5	5	2	dat zijn	29	38	3	B	7, 9, 16, 29, 44
5	2	2	dit zijn	30	28	1	B	20, 30, 38, 43, 47
5	2	2	het midden	41	39	2	A	11, 15, 41, 45, 49
5	3	2	het minne	43	28	3	B	20, 21, 38, 43, 47
5	2	2	hij staan	24	35	1	A	15, 24, 33, 45, 49
4	4	2	bij mij	16	26	1	A	12, 16, 27, 37
4	3	2	en het	43	28	2	B	20, 38, 43, 47
4	1	2	en hij	40	22	1	B	24, 33, 40, 45
4	4	2	het isteken	43	28	2	B	20, 38, 43, 47
3	3	2	één plaat	40	17	1	A	34, 40, 50
2	2	2	dus hij	41	27	1	A	15, 41
2	2	2	er nog	40	27	1	A	14, 40
2	2	2	met een	20	19	1	A	2, 20
2	2	2	nog één	40	29	1	A	12, 40
2	2	2	past er	40	13	1	A	28, 40
2	2	2	zijn dat	30	23	1	B	8, 30
19	7	1	en	20	47	5	A	3, 4, 5, 11, 14, 20, 21, 24, 25, 26, 30, 33, 35, 38, 40, 43, 45, 47, 49
14	3	1	zijn	14	41	3	B	7, 8, 9, 14, 16, 20, 21, 27, 29, 30, 38, 43, 44, 47
13	13	1	ja	1	52	1	B	0, 1, 6, 16, 17, 18, 22, 31, 36, 39, 42, 46, 51
12	4	1	de	21	37	5	A	2, 3, 4, 5, 14, 21, 27, 30, 33, 34, 35, 38
12	11	1	een	8	44	4	A	2, 3, 4, 5, 8, 9, 20, 26, 30, 35, 40, 45
11	2	1	het	20	39	2	A	11, 15, 20, 21, 30, 38, 41, 43, 45, 47, 49
10	1	1	aan	27	34	5	A	2, 3, 4, 5, 14, 21, 27, 30, 34, 35
9	3	1	dat	13	38	3	B	7, 8, 9, 13, 14, 16, 29, 30, 44
9	4	1	staan	24	47	4	A	3, 11, 13, 15, 24, 33, 37, 45, 49
7	2	1	dan	21	41	2	A	5, 11, 21, 25, 26, 40, 45
7	4	1	er	40	33	5	A	13, 14, 27, 28, 34, 40, 45
7	1	1	hij	41	35	1	A	15, 24, 33, 40, 41, 45, 49
6	1	1	dit	20	46	1	A	2, 20, 30, 38, 43, 47
6	1	1	met	30	46	1	A	2, 20, 30, 38, 43, 47
6	1	1	minne	20	44	1	A	4, 20, 21, 38, 43, 47
6	6	1	op	26	50	1	A	2, 26, 40, 41, 49, 51
6	3	1	plaat	40	21	3	A	30, 34, 35, 40, 41, 50
5	2	1	die	37	43	1	A	5, 37, 38, 43, 47
5	2	1	nog	40	36	4	A	5, 12, 14, 34, 40
5	1	1	één	40	39	3	A	12, 28, 34, 40, 50
4	2	1	dus	26	27	1	A	15, 26, 29, 41
4	2	1	link	24	39	1	A	11, 24, 43, 49
3	3	1	daar	24	26	1	A	12, 24, 37
3	3	1	of	35	28	2	B	8, 24, 35
3	3	1	oké	38	20	2	A	19, 27, 38
3	3	1	onder	45	21	2	B	25, 26, 45
3	1	1	past	40	13	2	A	28, 34, 40
3	3	1	twee	24	3	1	A	23, 24, 25
3	3	1	zullen	41	34	1	A	12, 41, 45
2	2	1	boven	40	29	1	A	12, 40
2	2	1	heuvel	38	9	1	A	30, 38
2	2	1	iets	40	30	1	A	11, 40
2	2	1	wel	34	19	1	B	16, 34
2	2	1	zo	35	20	1	B	16, 35

