Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	met het plateau en de	24	A	27, 50
2	4	oké dan zijn het	18	A	26, 43
3	3	dan zijn het	18	A	26, 31, 43
2	3	bij mij zijn	36	A	17, 52
2	3	in het midden	22	A	31, 52
2	3	van die acht	2	A	30, 31
2	3	wel drie vier	39	A	17, 55
5	2	drie vier	50	A	6, 17, 18, 52, 55
4	2	dan zijn	34	A	10, 26, 31, 43
4	2	zijn het	27	A	17, 26, 31, 43
3	2	bij mij	45	A	17, 52, 61
3	2	zeggen maar	29	A	3, 18, 31
2	2	de toeter	48	A	3, 50
2	2	die acht	2	A	30, 31
2	2	dit zijn	24	A	27, 50
2	2	en dan	29	A	3, 31
2	2	hij staan	26	A	6, 31
2	2	zijn dat	3	A	22, 24
2	2	zijn die	43	A	10, 52
15	1	zijn	50	A	3, 10, 14, 16, 17, 18, 22, 24, 26, 27, 30, 31, 43, 50, 52
14	1	ja	57	A	3, 13, 14, 18, 20, 31, 34, 39, 45, 47, 49, 54, 55, 59
9	1	het	53	A	0, 3, 17, 26, 27, 31, 43, 50, 52
8	1	de	48	A	3, 14, 22, 24, 27, 32, 41, 50
8	1	die	59	A	3, 10, 14, 30, 31, 41, 52, 61
8	1	en	50	A	3, 6, 21, 27, 30, 31, 50, 52
6	1	dan	59	A	3, 10, 26, 31, 43, 61
6	1	drie	50	A	6, 17, 18, 37, 52, 55
6	1	niet	52	A	10, 21, 26, 41, 43, 61
6	1	oké	39	A	5, 8, 10, 24, 26, 43
5	1	bij	45	A	17, 31, 41, 52, 61
5	1	op	50	A	3, 6, 10, 31, 52
4	1	maar	29	A	3, 18, 24, 31
4	1	mij	45	A	17, 28, 52, 61
4	1	plateau	50	A	1, 3, 27, 50
4	1	van	33	A	0, 30, 31, 32
4	1	wel	53	A	3, 17, 24, 55
3	1	aan	31	A	1, 24, 31
3	1	acht	12	A	30, 31, 41
3	1	dat	11	A	14, 22, 24
3	1	een	32	A	0, 3, 31
3	1	hij	26	A	6, 18, 31
3	1	ik	14	A	0, 10, 13
3	1	je	25	A	13, 31, 37
3	1	links	50	A	6, 52, 55
3	1	staan	29	A	3, 6, 31
3	1	toeter	48	A	3, 28, 50
3	1	trompet	37	A	14, 27, 50
2	1	bedoelen	25	A	13, 37
2	1	boven	4	A	18, 21
2	1	deze	32	A	0, 31
2	1	dus	30	A	32, 61
2	1	even	14	A	46, 59
2	1	hebben	29	A	3, 31
2	1	link	2	A	16, 17
2	1	naar	38	A	18, 55
2	1	nee	52	A	10, 61
2	1	nog	19	A	3, 21
2	1	of	8	A	21, 28
2	1	ook	16	A	3, 18
2	1	toren	51	A	0, 50
2	1	uitsteeksel	4	A	0, 3
2	1	vinden	29	A	0, 28
2	1	welk	25	A	13, 37
2	1	zitten	41	A	21, 61
2	1	zo'n	2	A	0, 1
2	1	één	27	A	21, 47

