Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	in het midden	38	A	9, 34, 46
2	3	aan de rechterkant	30	A	34, 63
2	3	die bij mij	26	A	38, 63
6	2	bij mij	50	A	18, 32, 38, 49, 63, 67
6	2	het midden	55	A	9, 34, 46, 49, 59, 63
4	2	in het	41	A	9, 34, 46, 49
3	2	aan de	42	A	22, 34, 63
3	2	dat zijn	44	A	13, 20, 56
3	2	de glijbaan	17	A	38, 45, 54
2	2	ah ja	32	A	11, 42
2	2	een beetje	9	A	26, 34
2	2	even kijken	7	A	3, 9
2	2	ik weten	18	A	21, 38
2	2	ja ik	21	A	21, 41
2	2	naar rechts	19	A	49, 67
2	2	zeggen maar	21	A	26, 46
10	1	ja	46	A	11, 16, 18, 21, 24, 36, 41, 42, 52, 56
7	1	de	46	A	22, 34, 38, 45, 54, 63, 67
7	1	het	55	A	9, 26, 34, 46, 49, 59, 63
7	1	mij	50	A	18, 21, 32, 38, 49, 63, 67
6	1	dat	44	A	13, 20, 26, 29, 46, 56
5	1	glijbaan	41	A	26, 38, 45, 54, 66
5	1	ik	31	A	11, 21, 26, 38, 41
5	1	zijn	48	A	9, 13, 20, 26, 56
4	1	die	43	A	21, 26, 38, 63
4	1	en	55	A	9, 32, 34, 63
4	1	helemaal	36	A	32, 49, 63, 67
4	1	je	34	A	5, 21, 26, 38
4	1	maar	25	A	26, 38, 46, 50
4	1	oké	36	A	30, 52, 63, 65
4	1	vierkant	44	A	3, 9, 21, 46
3	1	een	26	A	9, 26, 34
3	1	even	36	A	3, 9, 38
3	1	hem	28	A	11, 21, 38
2	1	benoemen	6	A	21, 26
2	1	dan	30	A	34, 63
2	1	dus	30	A	20, 49
2	1	erdoorheen	23	A	24, 46
2	1	hebben	6	A	21, 26
2	1	kunnen	22	A	5, 26
2	1	met	26	A	21, 46
2	1	nee	20	A	44, 63
2	1	net	43	A	21, 63
2	1	nog	5	A	5, 9
2	1	onderaan	41	A	9, 49
2	1	ook	3	A	18, 20
2	1	staan	7	A	32, 38
2	1	van	34	A	34, 67
2	1	veel	17	A	5, 21
2	1	zien	16	A	11, 26

